"ID_sim","SNR","Method","Retention","Nonzero","Prediction"
"1 18","0.05","RF","0","9","223.316246352445"
"1 19","0.05","Lasso","0","1","232.411356453116"
"1 19","0.05","Relaxed Lasso","0","1","232.439372591713"
"1 19","0.05","RF","1","6","205.786926824481"
"1 20","0.05","Lasso","0","1","218.176209818439"
"1 20","0.05","Relaxed Lasso","0","1","218.754662739609"
"1 20","0.05","RF","0","5","180.67025497754"
"1 21","0.05","Lasso","2","5","259.6018063096"
"1 21","0.05","Relaxed Lasso","2","5","260.023457694787"
"1 21","0.05","RF","0","0","Inf"
"1 22","0.05","Lasso","3","3","205.337932375381"
"1 22","0.05","Relaxed Lasso","3","3","204.437702602989"
"1 22","0.05","RF","3","6","165.451795607764"
"1 23","0.05","Lasso","1","2","290.761787217761"
"1 23","0.05","Relaxed Lasso","0","1","292.569698011325"
"1 23","0.05","RF","1","5","244.52995787721"
"1 24","0.05","Lasso","0","0","155.080170190643"
"1 24","0.05","Relaxed Lasso","2","4","155.252896806639"
"1 24","0.05","RF","0","3","123.762180426205"
"1 25","0.05","Lasso","2","9","194.576106694164"
"1 25","0.05","Relaxed Lasso","2","8","193.26440098576"
"1 25","0.05","RF","2","5","152.739924590843"
"1 26","0.05","Lasso","0","0","250.477992260402"
"1 26","0.05","Relaxed Lasso","0","0","253.066875499766"
"1 26","0.05","RF","1","4","219.668538773322"
"1 27","0.05","Lasso","0","0","238.981198452297"
"1 27","0.05","Relaxed Lasso","0","0","236.564636739077"
"1 27","0.05","RF","1","7","192.772220153041"
"1 28","0.05","Lasso","0","0","209.399425396949"
"1 28","0.05","Relaxed Lasso","0","0","214.371285069437"
"1 28","0.05","RF","1","5","170.212404943137"
"1 29","0.05","Lasso","1","2","249.016308910284"
"1 29","0.05","Relaxed Lasso","1","2","249.944537791882"
"1 29","0.05","RF","2","6","195.846876841567"
"1 30","0.05","Lasso","0","0","267.708197053719"
"1 30","0.05","Relaxed Lasso","0","0","273.489864721448"
"1 30","0.05","RF","0","5","250.250033665371"
"1 31","0.05","Lasso","0","0","277.75085837736"
"1 31","0.05","Relaxed Lasso","0","0","276.340537262468"
"1 31","0.05","RF","2","4","246.624386763226"
"1 32","0.05","Lasso","0","0","246.60885512877"
"1 32","0.05","Relaxed Lasso","0","0","244.941805559072"
"1 32","0.05","RF","0","4","213.891149512326"
"1 33","0.05","Lasso","2","2","253.271125065976"
"1 33","0.05","Relaxed Lasso","2","2","251.989626063155"
"1 33","0.05","RF","2","5","209.80889050945"
"1 34","0.05","Lasso","0","0","207.708283733942"
"1 34","0.05","Relaxed Lasso","0","0","205.94377103719"
"1 34","0.05","RF","2","4","183.183189963519"
"1 35","0.05","Lasso","2","8","255.018756058435"
"1 35","0.05","Relaxed Lasso","1","3","255.011496250813"
"1 35","0.05","RF","2","6","220.418788618486"
"1 36","0.05","Lasso","0","0","247.083365171496"
"1 36","0.05","Relaxed Lasso","0","2","244.741655948847"
"1 36","0.05","RF","0","4","204.755344103916"
"1 37","0.05","Lasso","2","10","155.922573904809"
"1 37","0.05","Relaxed Lasso","2","7","166.007176953206"
"1 37","0.05","RF","1","5","138.089460096889"
"1 38","0.05","Lasso","1","2","236.111525886369"
"1 38","0.05","Relaxed Lasso","0","0","240.65002326761"
"1 38","0.05","RF","0","4","203.120870533413"
"1 39","0.05","Lasso","0","0","329.788081548529"
"1 39","0.05","Relaxed Lasso","0","0","331.589654504109"
"1 39","0.05","RF","2","7","273.655393495606"
"1 40","0.05","Lasso","0","1","197.141985904618"
"1 40","0.05","Relaxed Lasso","0","1","197.392589869005"
"1 40","0.05","RF","1","5","173.511010039382"
"1 41","0.05","Lasso","2","14","319.255551532848"
"1 41","0.05","Relaxed Lasso","2","14","321.490848172601"
"1 41","0.05","RF","1","6","242.116908425005"
"1 42","0.05","Lasso","3","7","286.478782963176"
"1 42","0.05","Relaxed Lasso","2","4","284.969060425316"
"1 42","0.05","RF","1","5","226.265752814694"
"1 43","0.05","Lasso","0","0","280.520872778464"
"1 43","0.05","Relaxed Lasso","1","5","277.120158821501"
"1 43","0.05","RF","2","5","232.793164281395"
"1 44","0.05","Lasso","0","0","196.537680032765"
"1 44","0.05","Relaxed Lasso","0","0","197.512512926122"
"1 44","0.05","RF","1","4","171.454971134687"
"1 45","0.05","Lasso","0","0","219.597661421884"
"1 45","0.05","Relaxed Lasso","0","0","218.998720514174"
"1 45","0.05","RF","1","3","199.326043749197"
"1 46","0.05","Lasso","1","2","233.032740325839"
"1 46","0.05","Relaxed Lasso","1","2","234.270120745759"
"1 46","0.05","RF","1","6","184.354829023609"
"1 47","0.05","Lasso","1","1","208.837645251094"
"1 47","0.05","Relaxed Lasso","1","1","213.962683746673"
"1 47","0.05","RF","4","7","160.491446986263"
"1 48","0.05","Lasso","1","2","252.058840337139"
"1 48","0.05","Relaxed Lasso","1","1","252.82639093608"
"1 48","0.05","RF","2","5","193.629916404746"
"1 49","0.05","Lasso","0","0","205.73795363625"
"1 49","0.05","Relaxed Lasso","0","0","209.713983335667"
"1 49","0.05","RF","2","7","159.905234548062"
"1 50","0.05","Lasso","0","0","250.992205174983"
"1 50","0.05","Relaxed Lasso","0","0","253.747047855031"
"1 50","0.05","RF","0","3","217.508804270973"
"1 51","0.05","Lasso","0","0","239.28180999818"
"1 51","0.05","Relaxed Lasso","0","0","236.936525129563"
"1 51","0.05","RF","0","4","201.743974179561"
"1 52","0.05","Lasso","1","12","258.569969694292"
"1 52","0.05","Relaxed Lasso","1","12","258.732012078082"
"1 52","0.05","RF","2","9","197.212290236409"
"1 53","0.05","Lasso","1","10","230.138189154148"
"1 53","0.05","Relaxed Lasso","0","0","229.176778322537"
"1 53","0.05","RF","0","5","201.073540152825"
"1 54","0.05","Lasso","3","15","204.644796697178"
"1 54","0.05","Relaxed Lasso","2","10","205.139689972263"
"1 54","0.05","RF","2","5","182.120481583309"
"1 55","0.05","Lasso","1","12","247.911960988345"
"1 55","0.05","Relaxed Lasso","0","0","249.62560264544"
"1 55","0.05","RF","0","6","222.920520032831"
"1 56","0.05","Lasso","0","0","174.782557653751"
"1 56","0.05","Relaxed Lasso","4","5","174.442613110596"
"1 56","0.05","RF","1","3","163.869727648828"
"1 57","0.05","Lasso","0","0","196.234019792145"
"1 57","0.05","Relaxed Lasso","0","0","198.748785893835"
"1 57","0.05","RF","3","6","166.231466054928"
"1 58","0.05","Lasso","0","0","174.778173264501"
"1 58","0.05","Relaxed Lasso","0","0","175.463017047768"
"1 58","0.05","RF","0","5","161.62610773304"
"1 59","0.05","Lasso","1","3","201.864185252596"
"1 59","0.05","Relaxed Lasso","1","3","203.60067527954"
"1 59","0.05","RF","1","6","173.351216353216"
"1 60","0.05","Lasso","3","11","291.851263551666"
"1 60","0.05","Relaxed Lasso","3","7","295.135316793235"
"1 60","0.05","RF","3","5","219.447113754122"
"1 61","0.05","Lasso","1","1","274.022408225639"
"1 61","0.05","Relaxed Lasso","1","3","273.304606538625"
"1 61","0.05","RF","2","4","218.996586487788"
"1 62","0.05","Lasso","0","0","263.078165626334"
"1 62","0.05","Relaxed Lasso","0","0","266.840556932692"
"1 62","0.05","RF","0","4","233.461642439778"
"1 63","0.05","Lasso","1","2","201.159582737175"
"1 63","0.05","Relaxed Lasso","1","2","200.710955703674"
"1 63","0.05","RF","2","4","178.646791977595"
"1 64","0.05","Lasso","4","6","232.979590883386"
"1 64","0.05","Relaxed Lasso","2","4","231.20725146712"
"1 64","0.05","RF","3","8","173.79507448519"
"1 65","0.05","Lasso","2","16","204.103118491566"
"1 65","0.05","Relaxed Lasso","0","0","203.089628391503"
"1 65","0.05","RF","0","5","165.70103819895"
"1 66","0.05","Lasso","0","0","222.212359332644"
"1 66","0.05","Relaxed Lasso","1","1","221.358727744665"
"1 66","0.05","RF","1","3","196.342087970798"
"1 67","0.05","Lasso","2","2","243.100381654225"
"1 67","0.05","Relaxed Lasso","2","2","243.707763068931"
"1 67","0.05","RF","2","5","200.76147852855"
"1 68","0.05","Lasso","1","2","202.198682683682"
"1 68","0.05","Relaxed Lasso","1","1","202.153587255751"
"1 68","0.05","RF","1","5","166.040748036177"
"1 69","0.05","Lasso","2","6","237.794229213694"
"1 69","0.05","Relaxed Lasso","2","4","248.717684459369"
"1 69","0.05","RF","0","4","195.428917068651"
"1 70","0.05","Lasso","0","0","208.014999153269"
"1 70","0.05","Relaxed Lasso","1","33","209.419283304575"
"1 70","0.05","RF","0","5","170.460304972506"
"1 71","0.05","Lasso","0","0","245.925315997342"
"1 71","0.05","Relaxed Lasso","0","0","243.956866843986"
"1 71","0.05","RF","0","0","Inf"
"1 72","0.05","Lasso","0","0","318.002788119339"
"1 72","0.05","Relaxed Lasso","0","0","322.868069254132"
"1 72","0.05","RF","0","8","257.977072002719"
"1 73","0.05","Lasso","2","6","225.628697296345"
"1 73","0.05","Relaxed Lasso","1","1","226.81323665634"
"1 73","0.05","RF","2","7","175.416626444261"
"1 74","0.05","Lasso","1","5","282.8269855596"
"1 74","0.05","Relaxed Lasso","1","4","283.63490975062"
"1 74","0.05","RF","1","4","239.676790633777"
"1 75","0.05","Lasso","0","0","215.776452683008"
"1 75","0.05","Relaxed Lasso","0","0","217.517343326415"
"1 75","0.05","RF","1","4","164.652683434582"
"1 76","0.05","Lasso","0","0","246.247466340351"
"1 76","0.05","Relaxed Lasso","0","0","245.607424539862"
"1 76","0.05","RF","0","4","218.669230945575"
"1 77","0.05","Lasso","2","12","261.030897959638"
"1 77","0.05","Relaxed Lasso","2","12","261.170938112681"
"1 77","0.05","RF","1","5","198.849061986045"
"1 78","0.05","Lasso","0","0","295.139292808157"
"1 78","0.05","Relaxed Lasso","0","0","293.22261106006"
"1 78","0.05","RF","1","2","216.918485484887"
"1 79","0.05","Lasso","2","6","183.198414021812"
"1 79","0.05","Relaxed Lasso","2","5","184.371448126979"
"1 79","0.05","RF","2","5","147.595006837826"
"1 80","0.05","Lasso","1","3","267.826476696091"
"1 80","0.05","Relaxed Lasso","1","1","269.56079131324"
"1 80","0.05","RF","2","5","254.149716546197"
"1 81","0.05","Lasso","0","0","212.241117017473"
"1 81","0.05","Relaxed Lasso","0","8","211.691020288219"
"1 81","0.05","RF","0","8","175.614663541952"
"1 82","0.05","Lasso","1","3","185.240266969471"
"1 82","0.05","Relaxed Lasso","1","1","184.949141844597"
"1 82","0.05","RF","1","8","161.773618174364"
"1 83","0.05","Lasso","0","0","281.186843173727"
"1 83","0.05","Relaxed Lasso","0","0","280.818789519992"
"1 83","0.05","RF","0","0","Inf"
"1 84","0.05","Lasso","0","0","212.096539492536"
"1 84","0.05","Relaxed Lasso","0","0","213.52416080733"
"1 84","0.05","RF","3","8","184.518785036222"
"1 85","0.05","Lasso","2","2","266.59795113104"
"1 85","0.05","Relaxed Lasso","1","1","265.304479433956"
"1 85","0.05","RF","2","2","278.443183361373"
"1 86","0.05","Lasso","0","0","263.424616081523"
"1 86","0.05","Relaxed Lasso","0","0","265.280974492705"
"1 86","0.05","RF","1","4","240.160695321727"
"1 87","0.05","Lasso","0","0","205.450951743069"
"1 87","0.05","Relaxed Lasso","0","0","204.324182914365"
"1 87","0.05","RF","0","2","168.416482312665"
"1 88","0.05","Lasso","1","7","252.891222494837"
"1 88","0.05","Relaxed Lasso","1","5","250.915535133485"
"1 88","0.05","RF","0","4","194.781705251046"
"1 89","0.05","Lasso","0","0","216.823895512367"
"1 89","0.05","Relaxed Lasso","0","0","218.605893008957"
"1 89","0.05","RF","0","6","180.254217414584"
"1 90","0.05","Lasso","0","0","192.843565320491"
"1 90","0.05","Relaxed Lasso","0","0","193.693608748072"
"1 90","0.05","RF","2","5","171.8466240627"
"1 91","0.05","Lasso","2","9","223.408663643586"
"1 91","0.05","Relaxed Lasso","2","6","224.299377495208"
"1 91","0.05","RF","2","6","178.345344862238"
"1 92","0.05","Lasso","0","0","252.687650660087"
"1 92","0.05","Relaxed Lasso","0","0","252.696620735449"
"1 92","0.05","RF","0","5","224.596984483456"
"1 93","0.05","Lasso","2","2","248.644314555969"
"1 93","0.05","Relaxed Lasso","2","2","249.212114160532"
"1 93","0.05","RF","2","3","187.968706392046"
"1 94","0.05","Lasso","1","1","283.620749485488"
"1 94","0.05","Relaxed Lasso","1","1","282.710226784228"
"1 94","0.05","RF","1","4","210.439906033168"
"1 95","0.05","Lasso","0","0","203.314735141365"
"1 95","0.05","Relaxed Lasso","0","0","205.686713581105"
"1 95","0.05","RF","3","5","172.121574606478"
"1 96","0.05","Lasso","0","0","249.552675844578"
"1 96","0.05","Relaxed Lasso","0","0","248.692418239147"
"1 96","0.05","RF","0","0","Inf"
"1 97","0.05","Lasso","0","0","233.662221078619"
"1 97","0.05","Relaxed Lasso","0","0","235.747711022401"
"1 97","0.05","RF","0","5","208.031712449041"
"1 98","0.05","Lasso","2","11","232.090633032999"
"1 98","0.05","Relaxed Lasso","1","8","230.3461885973"
"1 98","0.05","RF","1","5","181.034784304092"
"1 99","0.05","Lasso","0","0","272.539146349624"
"1 99","0.05","Relaxed Lasso","0","0","267.702088975706"
"1 99","0.05","RF","0","5","213.36625199018"
"1 100","0.05","Lasso","0","0","223.486698966403"
"1 100","0.05","Relaxed Lasso","0","0","226.088964143423"
"1 100","0.05","RF","2","5","174.294326190191"
"2 1","0.0851118720078079","Lasso","1","4","154.15215293295"
"2 1","0.0851118720078079","Relaxed Lasso","1","1","140.798464528232"
"2 1","0.0851118720078079","RF","1","4","119.595731594999"
"2 2","0.0851118720078079","Lasso","1","3","140.602237918759"
"2 2","0.0851118720078079","Relaxed Lasso","1","2","141.725778719989"
"2 2","0.0851118720078079","RF","1","3","119.226983209916"
"2 3","0.0851118720078079","Lasso","0","0","168.913270893847"
"2 3","0.0851118720078079","Relaxed Lasso","0","0","167.77823744364"
"2 3","0.0851118720078079","RF","0","0","Inf"
"2 4","0.0851118720078079","Lasso","2","5","120.379736995912"
"2 4","0.0851118720078079","Relaxed Lasso","1","1","120.770912029806"
"2 4","0.0851118720078079","RF","2","3","99.1693007487433"
"2 5","0.0851118720078079","Lasso","3","15","123.746790344073"
"2 5","0.0851118720078079","Relaxed Lasso","1","9","124.609586612908"
"2 5","0.0851118720078079","RF","0","4","106.820246892953"
"2 6","0.0851118720078079","Lasso","2","8","116.930002299144"
"2 6","0.0851118720078079","Relaxed Lasso","2","8","115.665365701067"
"2 6","0.0851118720078079","RF","1","4","88.3084653455915"
"2 7","0.0851118720078079","Lasso","2","3","156.915218064833"
"2 7","0.0851118720078079","Relaxed Lasso","2","3","156.922291772111"
"2 7","0.0851118720078079","RF","3","4","143.659498038632"
"2 8","0.0851118720078079","Lasso","0","0","113.122763104538"
"2 8","0.0851118720078079","Relaxed Lasso","0","0","112.299947133599"
"2 8","0.0851118720078079","RF","0","5","98.8190209217753"
"2 9","0.0851118720078079","Lasso","1","16","112.068214617355"
"2 9","0.0851118720078079","Relaxed Lasso","1","3","111.559699792621"
"2 9","0.0851118720078079","RF","1","5","95.7918569752238"
"2 10","0.0851118720078079","Lasso","3","4","177.032408292155"
"2 10","0.0851118720078079","Relaxed Lasso","2","2","176.866772612761"
"2 10","0.0851118720078079","RF","3","5","152.320728185182"
"2 11","0.0851118720078079","Lasso","0","0","129.065938829915"
"2 11","0.0851118720078079","Relaxed Lasso","1","2","126.319779521287"
"2 11","0.0851118720078079","RF","1","3","111.572614956984"
"2 12","0.0851118720078079","Lasso","0","0","140.428267528771"
"2 12","0.0851118720078079","Relaxed Lasso","0","0","141.001529403534"
"2 12","0.0851118720078079","RF","1","4","126.458044507031"
"2 13","0.0851118720078079","Lasso","2","22","115.829922816826"
"2 13","0.0851118720078079","Relaxed Lasso","2","20","115.50467961435"
"2 13","0.0851118720078079","RF","2","9","94.6921920895615"
"2 14","0.0851118720078079","Lasso","3","3","104.949695626483"
"2 14","0.0851118720078079","Relaxed Lasso","2","2","100.132897615817"
"2 14","0.0851118720078079","RF","0","0","Inf"
"2 15","0.0851118720078079","Lasso","2","13","138.16569123618"
"2 15","0.0851118720078079","Relaxed Lasso","2","8","137.44515140505"
"2 15","0.0851118720078079","RF","3","7","110.975374988409"
"2 16","0.0851118720078079","Lasso","1","2","89.6434642852891"
"2 16","0.0851118720078079","Relaxed Lasso","1","2","89.7798893498191"
"2 16","0.0851118720078079","RF","1","3","75.2524259706234"
"2 17","0.0851118720078079","Lasso","2","8","121.758710846532"
"2 17","0.0851118720078079","Relaxed Lasso","2","7","125.260969946881"
"2 17","0.0851118720078079","RF","3","5","103.652500682693"
"2 18","0.0851118720078079","Lasso","0","0","135.437762472322"
"2 18","0.0851118720078079","Relaxed Lasso","1","2","134.268340371467"
"2 18","0.0851118720078079","RF","0","4","99.4297647399267"
"2 19","0.0851118720078079","Lasso","4","20","158.566070392524"
"2 19","0.0851118720078079","Relaxed Lasso","4","19","157.219422636666"
"2 19","0.0851118720078079","RF","1","5","138.348097971378"
"2 20","0.0851118720078079","Lasso","0","4","167.130749995766"
"2 20","0.0851118720078079","Relaxed Lasso","0","3","165.597957074307"
"2 20","0.0851118720078079","RF","0","0","Inf"
"2 21","0.0851118720078079","Lasso","3","7","127.419920326176"
"2 21","0.0851118720078079","Relaxed Lasso","3","5","128.138080953144"
"2 21","0.0851118720078079","RF","2","5","103.664333623862"
"2 22","0.0851118720078079","Lasso","1","2","127.522818697225"
"2 22","0.0851118720078079","Relaxed Lasso","1","1","127.945379291799"
"2 22","0.0851118720078079","RF","0","0","Inf"
"2 23","0.0851118720078079","Lasso","2","5","154.491438703923"
"2 23","0.0851118720078079","Relaxed Lasso","2","5","153.973369213938"
"2 23","0.0851118720078079","RF","2","5","142.727812247835"
"2 24","0.0851118720078079","Lasso","4","9","135.878936715914"
"2 24","0.0851118720078079","Relaxed Lasso","0","0","136.564682389342"
"2 24","0.0851118720078079","RF","2","7","101.099179342154"
"2 25","0.0851118720078079","Lasso","3","3","160.857371984332"
"2 25","0.0851118720078079","Relaxed Lasso","1","1","161.148663032284"
"2 25","0.0851118720078079","RF","0","3","141.995917528094"
"2 26","0.0851118720078079","Lasso","2","5","125.36856116793"
"2 26","0.0851118720078079","Relaxed Lasso","2","2","125.369882153957"
"2 26","0.0851118720078079","RF","2","5","99.1313183463978"
"2 27","0.0851118720078079","Lasso","4","16","140.438130372349"
"2 27","0.0851118720078079","Relaxed Lasso","4","8","141.56232865995"
"2 27","0.0851118720078079","RF","3","6","102.099272980298"
"2 28","0.0851118720078079","Lasso","2","4","157.528013031017"
"2 28","0.0851118720078079","Relaxed Lasso","2","4","155.61163299143"
"2 28","0.0851118720078079","RF","1","5","123.420097626727"
"2 29","0.0851118720078079","Lasso","2","9","130.166398415065"
"2 29","0.0851118720078079","Relaxed Lasso","1","7","132.922765657724"
"2 29","0.0851118720078079","RF","3","7","112.289464986868"
"2 30","0.0851118720078079","Lasso","1","6","174.676499048333"
"2 30","0.0851118720078079","Relaxed Lasso","1","5","175.244046423684"
"2 30","0.0851118720078079","RF","1","5","143.201576584039"
"2 31","0.0851118720078079","Lasso","3","4","155.960340265232"
"2 31","0.0851118720078079","Relaxed Lasso","3","3","156.253514218133"
"2 31","0.0851118720078079","RF","3","4","129.053779768859"
"2 32","0.0851118720078079","Lasso","0","0","136.830719193265"
"2 32","0.0851118720078079","Relaxed Lasso","1","2","136.031418873658"
"2 32","0.0851118720078079","RF","1","5","110.274114498569"
"2 33","0.0851118720078079","Lasso","1","3","126.633144465294"
"2 33","0.0851118720078079","Relaxed Lasso","1","2","126.448370861527"
"2 33","0.0851118720078079","RF","3","6","100.705473632852"
"2 34","0.0851118720078079","Lasso","0","0","156.207297105238"
"2 34","0.0851118720078079","Relaxed Lasso","0","0","155.122843844038"
"2 34","0.0851118720078079","RF","0","4","147.888576714548"
"2 35","0.0851118720078079","Lasso","1","1","147.810313912403"
"2 35","0.0851118720078079","Relaxed Lasso","1","1","147.936702222041"
"2 35","0.0851118720078079","RF","0","4","120.011182623474"
"2 36","0.0851118720078079","Lasso","1","3","150.252771516705"
"2 36","0.0851118720078079","Relaxed Lasso","1","2","150.730278122851"
"2 36","0.0851118720078079","RF","1","5","127.759759928128"
"2 37","0.0851118720078079","Lasso","0","3","131.010980753011"
"2 37","0.0851118720078079","Relaxed Lasso","0","3","130.91932508651"
"2 37","0.0851118720078079","RF","0","8","100.833217066591"
"2 38","0.0851118720078079","Lasso","0","0","164.958412380625"
"2 38","0.0851118720078079","Relaxed Lasso","0","0","166.640857979007"
"2 38","0.0851118720078079","RF","2","5","160.456740160405"
"2 39","0.0851118720078079","Lasso","0","0","167.405012101318"
"2 39","0.0851118720078079","Relaxed Lasso","0","0","166.740480434856"
"2 39","0.0851118720078079","RF","2","5","132.812472943834"
"2 40","0.0851118720078079","Lasso","0","0","165.114707659381"
"2 40","0.0851118720078079","Relaxed Lasso","0","0","163.382504378316"
"2 40","0.0851118720078079","RF","0","4","140.934083941434"
"2 41","0.0851118720078079","Lasso","0","0","144.322232254933"
"2 41","0.0851118720078079","Relaxed Lasso","0","0","144.479617488851"
"2 41","0.0851118720078079","RF","1","10","113.9725765758"
"2 42","0.0851118720078079","Lasso","2","5","130.926617461713"
"2 42","0.0851118720078079","Relaxed Lasso","1","4","129.104180308154"
"2 42","0.0851118720078079","RF","0","0","Inf"
"2 43","0.0851118720078079","Lasso","3","4","171.243679763369"
"2 43","0.0851118720078079","Relaxed Lasso","2","3","178.731150176207"
"2 43","0.0851118720078079","RF","3","6","127.703580676576"
"2 44","0.0851118720078079","Lasso","0","2","136.44083104109"
"2 44","0.0851118720078079","Relaxed Lasso","0","3","136.05836098733"
"2 44","0.0851118720078079","RF","0","2","119.507982285235"
"2 45","0.0851118720078079","Lasso","3","6","140.246185742346"
"2 45","0.0851118720078079","Relaxed Lasso","3","3","139.920002566989"
"2 45","0.0851118720078079","RF","4","8","114.610824874881"
"2 46","0.0851118720078079","Lasso","1","1","114.420228370563"
"2 46","0.0851118720078079","Relaxed Lasso","1","1","112.598857365958"
"2 46","0.0851118720078079","RF","0","2","101.350545853507"
"2 47","0.0851118720078079","Lasso","3","8","149.919072856027"
"2 47","0.0851118720078079","Relaxed Lasso","2","4","150.282460406299"
"2 47","0.0851118720078079","RF","3","5","123.674097079295"
"2 48","0.0851118720078079","Lasso","2","14","126.612594720656"
"2 48","0.0851118720078079","Relaxed Lasso","1","2","126.016004256883"
"2 48","0.0851118720078079","RF","1","2","98.0041315034581"
"2 49","0.0851118720078079","Lasso","3","7","118.82611693344"
"2 49","0.0851118720078079","Relaxed Lasso","3","7","119.126160022246"
"2 49","0.0851118720078079","RF","3","6","104.34245744037"
"2 50","0.0851118720078079","Lasso","2","8","139.914585545494"
"2 50","0.0851118720078079","Relaxed Lasso","2","2","141.655698839101"
"2 50","0.0851118720078079","RF","2","7","111.319053668498"
"2 51","0.0851118720078079","Lasso","2","5","143.568923858486"
"2 51","0.0851118720078079","Relaxed Lasso","0","0","143.365857700943"
"2 51","0.0851118720078079","RF","1","4","119.879734819421"
"2 52","0.0851118720078079","Lasso","1","11","141.37646201503"
"2 52","0.0851118720078079","Relaxed Lasso","1","7","141.267897835012"
"2 52","0.0851118720078079","RF","1","8","112.173895634599"
"2 53","0.0851118720078079","Lasso","2","14","115.265000388073"
"2 53","0.0851118720078079","Relaxed Lasso","0","0","116.402708484252"
"2 53","0.0851118720078079","RF","0","5","103.55139348992"
"2 54","0.0851118720078079","Lasso","3","4","165.74826607164"
"2 54","0.0851118720078079","Relaxed Lasso","1","1","165.732745102436"
"2 54","0.0851118720078079","RF","2","5","125.491144375369"
"2 55","0.0851118720078079","Lasso","0","0","175.570925664404"
"2 55","0.0851118720078079","Relaxed Lasso","0","0","175.094621212431"
"2 55","0.0851118720078079","RF","2","6","142.09260720592"
"2 56","0.0851118720078079","Lasso","0","0","134.712288718177"
"2 56","0.0851118720078079","Relaxed Lasso","3","9","134.998283746549"
"2 56","0.0851118720078079","RF","2","5","102.229792758984"
"2 57","0.0851118720078079","Lasso","1","18","130.38969809431"
"2 57","0.0851118720078079","Relaxed Lasso","1","16","130.435426644571"
"2 57","0.0851118720078079","RF","1","4","110.056158416342"
"2 58","0.0851118720078079","Lasso","0","0","130.354263251422"
"2 58","0.0851118720078079","Relaxed Lasso","2","3","129.81588252735"
"2 58","0.0851118720078079","RF","2","6","109.53909015334"
"2 59","0.0851118720078079","Lasso","1","7","173.899176209883"
"2 59","0.0851118720078079","Relaxed Lasso","1","3","173.937920884747"
"2 59","0.0851118720078079","RF","1","4","147.319477443673"
"2 60","0.0851118720078079","Lasso","0","0","171.528182223461"
"2 60","0.0851118720078079","Relaxed Lasso","0","0","170.259649373854"
"2 60","0.0851118720078079","RF","1","5","144.926532805659"
"2 61","0.0851118720078079","Lasso","4","7","143.287152226235"
"2 61","0.0851118720078079","Relaxed Lasso","3","6","140.252913932786"
"2 61","0.0851118720078079","RF","4","5","119.630747214712"
