"ID_sim","SNR","Method","Retention","Nonzero","Prediction"
"1 37","0.05","RF","0","5","92.6385461523503"
"1 38","0.05","Lasso","1","3","104.484330789148"
"1 38","0.05","Relaxed Lasso","1","3","105.044925920253"
"1 38","0.05","RF","0","5","84.5421902566469"
"1 39","0.05","Lasso","0","1","99.0383924766503"
"1 39","0.05","Relaxed Lasso","0","1","98.9208773614694"
"1 39","0.05","RF","0","0","Inf"
"1 40","0.05","Lasso","2","8","109.950863772885"
"1 40","0.05","Relaxed Lasso","1","4","110.005699592099"
"1 40","0.05","RF","1","6","90.081635248219"
"1 41","0.05","Lasso","1","6","111.313217959653"
"1 41","0.05","Relaxed Lasso","1","3","111.206781240739"
"1 41","0.05","RF","1","4","90.2485027000922"
"1 42","0.05","Lasso","2","27","99.7366579078572"
"1 42","0.05","Relaxed Lasso","4","39","96.2783878459433"
"1 42","0.05","RF","0","4","82.58832021028"
"1 43","0.05","Lasso","0","0","103.85994424013"
"1 43","0.05","Relaxed Lasso","0","0","101.774199701267"
"1 43","0.05","RF","1","4","95.7515647451129"
"1 44","0.05","Lasso","2","9","95.9547103695397"
"1 44","0.05","Relaxed Lasso","2","8","95.5515469380686"
"1 44","0.05","RF","0","3","72.4532175865427"
"1 45","0.05","Lasso","2","10","122.036457922024"
"1 45","0.05","Relaxed Lasso","0","4","122.200981402732"
"1 45","0.05","RF","1","6","96.954284588453"
"1 46","0.05","Lasso","2","15","98.0881532459417"
"1 46","0.05","Relaxed Lasso","2","12","98.3258131296881"
"1 46","0.05","RF","2","6","69.8443344714748"
"1 47","0.05","Lasso","0","0","91.4475738672856"
"1 47","0.05","Relaxed Lasso","0","0","90.6440226136867"
"1 47","0.05","RF","1","4","75.4614920532861"
"1 48","0.05","Lasso","0","0","83.1148050139405"
"1 48","0.05","Relaxed Lasso","0","0","83.4981942280343"
"1 48","0.05","RF","1","6","69.0170815921945"
"1 49","0.05","Lasso","0","6","108.802656721219"
"1 49","0.05","Relaxed Lasso","0","3","109.389424086236"
"1 49","0.05","RF","0","0","Inf"
"1 50","0.05","Lasso","1","4","90.7309570798738"
"1 50","0.05","Relaxed Lasso","0","1","90.4773059698688"
"1 50","0.05","RF","0","5","79.4368565833202"
"1 51","0.05","Lasso","3","9","119.302869915616"
"1 51","0.05","Relaxed Lasso","3","12","119.518888302295"
"1 51","0.05","RF","1","5","97.7155811216257"
"1 52","0.05","Lasso","1","2","104.482068069382"
"1 52","0.05","Relaxed Lasso","1","2","104.353349750971"
"1 52","0.05","RF","1","4","85.8518108561906"
"1 53","0.05","Lasso","1","5","103.202079872067"
"1 53","0.05","Relaxed Lasso","1","2","103.610123973231"
"1 53","0.05","RF","2","7","85.7013860633077"
"1 54","0.05","Lasso","2","2","121.002178488451"
"1 54","0.05","Relaxed Lasso","3","12","120.991368145605"
"1 54","0.05","RF","1","3","103.382365921156"
"1 55","0.05","Lasso","0","0","114.988006420106"
"1 55","0.05","Relaxed Lasso","0","0","114.402988695523"
"1 55","0.05","RF","2","6","95.5768073118736"
"1 56","0.05","Lasso","2","9","105.301754635598"
"1 56","0.05","Relaxed Lasso","2","16","104.839390693265"
"1 56","0.05","RF","2","6","82.4714029804689"
"1 57","0.05","Lasso","0","0","95.3621737202655"
"1 57","0.05","Relaxed Lasso","0","0","94.2326654219612"
"1 57","0.05","RF","0","2","82.8553685532789"
"1 58","0.05","Lasso","0","0","102.177105222166"
"1 58","0.05","Relaxed Lasso","2","9","100.245423272439"
"1 58","0.05","RF","1","6","89.5665879121019"
"1 59","0.05","Lasso","0","0","101.414501901163"
"1 59","0.05","Relaxed Lasso","0","0","101.47081006312"
"1 59","0.05","RF","1","4","86.9267944859435"
"1 60","0.05","Lasso","4","21","105.782683249186"
"1 60","0.05","Relaxed Lasso","4","20","106.611376919651"
"1 60","0.05","RF","2","7","81.0174364132409"
"1 61","0.05","Lasso","0","0","101.049657968954"
"1 61","0.05","Relaxed Lasso","1","3","100.018704845545"
"1 61","0.05","RF","2","5","89.7949010473359"
"1 62","0.05","Lasso","5","26","97.3355080718353"
"1 62","0.05","Relaxed Lasso","4","21","98.8368162772952"
"1 62","0.05","RF","2","5","82.6582177518048"
"1 63","0.05","Lasso","2","14","114.784222016733"
"1 63","0.05","Relaxed Lasso","2","12","114.763981767989"
"1 63","0.05","RF","1","5","95.4245847356757"
"1 64","0.05","Lasso","1","1","105.290550689003"
"1 64","0.05","Relaxed Lasso","1","1","105.572536959446"
"1 64","0.05","RF","1","7","88.3378735489411"
"1 65","0.05","Lasso","1","3","108.876049712573"
"1 65","0.05","Relaxed Lasso","0","0","109.426332919977"
"1 65","0.05","RF","2","5","85.5428395703252"
"1 66","0.05","Lasso","0","0","124.866567090712"
"1 66","0.05","Relaxed Lasso","0","0","125.421451656604"
"1 66","0.05","RF","0","0","Inf"
"1 67","0.05","Lasso","1","1","123.709220296452"
"1 67","0.05","Relaxed Lasso","1","1","123.457275012505"
"1 67","0.05","RF","1","4","105.935239427328"
"1 68","0.05","Lasso","2","18","83.2378908421406"
"1 68","0.05","Relaxed Lasso","2","18","80.1282662778582"
"1 68","0.05","RF","2","4","63.8632726127558"
"1 69","0.05","Lasso","0","0","65.513389789956"
"1 69","0.05","Relaxed Lasso","0","0","64.9522732946537"
"1 69","0.05","RF","0","5","55.7610641214026"
"1 70","0.05","Lasso","0","0","105.952541096494"
"1 70","0.05","Relaxed Lasso","0","0","106.128779515481"
"1 70","0.05","RF","2","6","91.6163064655227"
"1 71","0.05","Lasso","0","1","122.299047553524"
"1 71","0.05","Relaxed Lasso","0","1","122.480468404096"
"1 71","0.05","RF","0","3","113.240119785092"
"1 72","0.05","Lasso","2","5","108.111404122326"
"1 72","0.05","Relaxed Lasso","2","3","107.861070592908"
"1 72","0.05","RF","2","5","94.8690902441792"
"1 73","0.05","Lasso","0","0","104.328983932542"
"1 73","0.05","Relaxed Lasso","0","0","104.964134196053"
"1 73","0.05","RF","0","0","Inf"
"1 74","0.05","Lasso","5","17","127.275450766"
"1 74","0.05","Relaxed Lasso","1","4","126.84671772742"
"1 74","0.05","RF","1","7","101.734073662241"
"1 75","0.05","Lasso","0","0","83.7796927788343"
"1 75","0.05","Relaxed Lasso","0","0","83.2312301684083"
"1 75","0.05","RF","0","0","Inf"
"1 76","0.05","Lasso","2","3","114.607188304954"
"1 76","0.05","Relaxed Lasso","1","2","114.261835604102"
"1 76","0.05","RF","1","4","102.818010968603"
"1 77","0.05","Lasso","2","8","128.057555553291"
"1 77","0.05","Relaxed Lasso","2","7","127.739538606846"
"1 77","0.05","RF","1","5","111.860585853128"
"1 78","0.05","Lasso","5","30","107.604001452461"
"1 78","0.05","Relaxed Lasso","5","28","106.932492448786"
"1 78","0.05","RF","2","4","80.723013543092"
"1 79","0.05","Lasso","0","0","119.276421115036"
"1 79","0.05","Relaxed Lasso","0","0","120.844424253342"
"1 79","0.05","RF","0","6","95.6994092981043"
"1 80","0.05","Lasso","0","0","133.326419173981"
"1 80","0.05","Relaxed Lasso","2","2","131.550125093381"
"1 80","0.05","RF","2","5","115.384638048161"
"1 81","0.05","Lasso","0","0","102.116222449827"
"1 81","0.05","Relaxed Lasso","0","0","100.424794969926"
"1 81","0.05","RF","1","3","96.0952821201743"
"1 82","0.05","Lasso","0","1","85.9080156329243"
"1 82","0.05","Relaxed Lasso","2","8","85.8568344740073"
"1 82","0.05","RF","1","6","69.7384638860159"
"1 83","0.05","Lasso","0","0","92.7585039581705"
"1 83","0.05","Relaxed Lasso","0","0","93.0283020428153"
"1 83","0.05","RF","0","3","86.1148273639789"
"1 84","0.05","Lasso","0","0","108.052593064766"
"1 84","0.05","Relaxed Lasso","0","0","107.847547945907"
"1 84","0.05","RF","1","6","99.9228214360836"
"1 85","0.05","Lasso","0","3","88.6239937830972"
"1 85","0.05","Relaxed Lasso","0","3","88.2198203532704"
"1 85","0.05","RF","0","3","90.2257659220266"
"1 86","0.05","Lasso","1","1","107.84998728392"
"1 86","0.05","Relaxed Lasso","1","1","107.472299648228"
"1 86","0.05","RF","0","0","Inf"
"1 87","0.05","Lasso","1","2","109.992770850329"
"1 87","0.05","Relaxed Lasso","1","2","110.219787629382"
"1 87","0.05","RF","1","6","87.2452512820979"
"1 88","0.05","Lasso","1","11","97.6350126312728"
"1 88","0.05","Relaxed Lasso","1","9","100.946304711015"
"1 88","0.05","RF","0","5","84.2936908292358"
"1 89","0.05","Lasso","2","5","89.4157926497077"
"1 89","0.05","Relaxed Lasso","2","4","89.6843939572633"
"1 89","0.05","RF","2","5","74.4219723171764"
"1 90","0.05","Lasso","0","0","94.315526864869"
"1 90","0.05","Relaxed Lasso","0","1","93.4075830692209"
"1 90","0.05","RF","1","4","74.2045964460493"
"1 91","0.05","Lasso","1","4","87.0700596260777"
"1 91","0.05","Relaxed Lasso","1","3","86.8347790489705"
"1 91","0.05","RF","2","7","70.4124269124175"
"1 92","0.05","Lasso","0","0","98.0844670372176"
"1 92","0.05","Relaxed Lasso","0","0","99.0753808913821"
"1 92","0.05","RF","0","5","80.7883530352744"
"1 93","0.05","Lasso","0","8","92.4776394286472"
"1 93","0.05","Relaxed Lasso","0","5","92.8446900665866"
"1 93","0.05","RF","0","7","70.675816048389"
"1 94","0.05","Lasso","0","0","103.065218334376"
"1 94","0.05","Relaxed Lasso","0","0","103.617130186035"
"1 94","0.05","RF","0","0","Inf"
"1 95","0.05","Lasso","0","0","111.244797699374"
"1 95","0.05","Relaxed Lasso","0","0","110.478027163659"
"1 95","0.05","RF","2","5","89.6838949141982"
"1 96","0.05","Lasso","1","4","105.925971342541"
"1 96","0.05","Relaxed Lasso","1","2","105.566021185392"
"1 96","0.05","RF","1","5","77.0721067814282"
"1 97","0.05","Lasso","0","2","108.068399576886"
"1 97","0.05","Relaxed Lasso","0","2","108.044608950251"
"1 97","0.05","RF","1","5","84.913008819556"
"1 98","0.05","Lasso","0","0","133.159495338724"
"1 98","0.05","Relaxed Lasso","0","0","134.33158086101"
"1 98","0.05","RF","1","6","114.691887663712"
"1 99","0.05","Lasso","0","2","109.192143253761"
"1 99","0.05","Relaxed Lasso","0","1","109.227807217382"
"1 99","0.05","RF","0","5","84.2694629162312"
"1 100","0.05","Lasso","1","6","111.986426503615"
"1 100","0.05","Relaxed Lasso","1","4","112.59837531983"
"1 100","0.05","RF","1","5","96.9716396720127"
"2 1","0.0851118720078079","Lasso","1","10","65.0804886090999"
"2 1","0.0851118720078079","Relaxed Lasso","1","10","64.9255833482621"
"2 1","0.0851118720078079","RF","1","8","54.8029800454416"
"2 2","0.0851118720078079","Lasso","4","21","70.6958130690402"
"2 2","0.0851118720078079","Relaxed Lasso","4","15","70.119576663333"
"2 2","0.0851118720078079","RF","2","5","61.5003377074561"
"2 3","0.0851118720078079","Lasso","1","4","64.4444516171229"
"2 3","0.0851118720078079","Relaxed Lasso","1","4","63.9765617221069"
"2 3","0.0851118720078079","RF","1","2","54.1367160146349"
"2 4","0.0851118720078079","Lasso","4","45","59.389306557146"
"2 4","0.0851118720078079","Relaxed Lasso","3","5","58.5388841315974"
"2 4","0.0851118720078079","RF","2","5","44.5620122846526"
"2 5","0.0851118720078079","Lasso","1","2","77.0258763473559"
"2 5","0.0851118720078079","Relaxed Lasso","1","1","76.9979266646825"
"2 5","0.0851118720078079","RF","3","5","66.6950876124801"
"2 6","0.0851118720078079","Lasso","1","1","71.4149788252378"
"2 6","0.0851118720078079","Relaxed Lasso","1","1","71.7818792135807"
"2 6","0.0851118720078079","RF","1","4","56.5647983330618"
"2 7","0.0851118720078079","Lasso","0","0","63.2759794418228"
"2 7","0.0851118720078079","Relaxed Lasso","0","0","62.8462440166694"
"2 7","0.0851118720078079","RF","0","6","52.1376753795123"
"2 8","0.0851118720078079","Lasso","2","6","55.1918557506324"
"2 8","0.0851118720078079","Relaxed Lasso","1","2","55.3160645439187"
"2 8","0.0851118720078079","RF","0","0","Inf"
"2 9","0.0851118720078079","Lasso","0","0","52.1653268159777"
"2 9","0.0851118720078079","Relaxed Lasso","0","0","51.997228651004"
"2 9","0.0851118720078079","RF","0","3","48.6625896105687"
"2 10","0.0851118720078079","Lasso","1","10","62.234474371152"
"2 10","0.0851118720078079","Relaxed Lasso","0","3","61.9101116176905"
"2 10","0.0851118720078079","RF","0","0","Inf"
"2 11","0.0851118720078079","Lasso","0","0","74.025227124467"
"2 11","0.0851118720078079","Relaxed Lasso","0","0","73.4621870400953"
"2 11","0.0851118720078079","RF","0","9","60.1645121481017"
"2 12","0.0851118720078079","Lasso","3","13","53.095212154821"
"2 12","0.0851118720078079","Relaxed Lasso","3","10","52.3489432310968"
"2 12","0.0851118720078079","RF","2","6","47.069647458747"
"2 13","0.0851118720078079","Lasso","0","0","61.4981707829643"
"2 13","0.0851118720078079","Relaxed Lasso","0","0","61.4133331073361"
"2 13","0.0851118720078079","RF","0","4","54.3815615717772"
"2 14","0.0851118720078079","Lasso","4","33","49.9644919156796"
"2 14","0.0851118720078079","Relaxed Lasso","4","33","52.5343441882029"
"2 14","0.0851118720078079","RF","2","10","39.6694675116914"
"2 15","0.0851118720078079","Lasso","0","0","64.6388630739666"
"2 15","0.0851118720078079","Relaxed Lasso","0","0","64.9989227338005"
"2 15","0.0851118720078079","RF","1","4","59.784807047036"
"2 16","0.0851118720078079","Lasso","2","3","62.0238177738843"
"2 16","0.0851118720078079","Relaxed Lasso","2","2","61.7660324941672"
"2 16","0.0851118720078079","RF","2","4","49.1424717807091"
"2 17","0.0851118720078079","Lasso","0","0","60.5914556067289"
"2 17","0.0851118720078079","Relaxed Lasso","0","0","60.739092313634"
"2 17","0.0851118720078079","RF","0","4","46.9431436598133"
"2 18","0.0851118720078079","Lasso","1","2","82.1719025248446"
"2 18","0.0851118720078079","Relaxed Lasso","0","0","82.6045176647689"
"2 18","0.0851118720078079","RF","2","5","62.5216180958683"
"2 19","0.0851118720078079","Lasso","0","0","65.1654201247589"
"2 19","0.0851118720078079","Relaxed Lasso","0","0","65.8496497396105"
"2 19","0.0851118720078079","RF","0","4","59.3780183913469"
"2 20","0.0851118720078079","Lasso","1","1","61.2976440055372"
"2 20","0.0851118720078079","Relaxed Lasso","1","1","61.4576387825124"
"2 20","0.0851118720078079","RF","2","3","55.0943484112293"
"2 21","0.0851118720078079","Lasso","0","0","63.5221865626376"
"2 21","0.0851118720078079","Relaxed Lasso","0","0","64.3176435970973"
"2 21","0.0851118720078079","RF","1","5","56.1037973186514"
"2 22","0.0851118720078079","Lasso","0","0","68.1806815980269"
"2 22","0.0851118720078079","Relaxed Lasso","0","0","67.9543675694393"
"2 22","0.0851118720078079","RF","1","5","58.154141469601"
"2 23","0.0851118720078079","Lasso","0","0","66.5475305064343"
"2 23","0.0851118720078079","Relaxed Lasso","0","0","66.8059948626591"
"2 23","0.0851118720078079","RF","0","0","Inf"
"2 24","0.0851118720078079","Lasso","0","1","59.8240073453571"
"2 24","0.0851118720078079","Relaxed Lasso","0","1","60.0942534154808"
"2 24","0.0851118720078079","RF","0","4","46.9685373057568"
"2 25","0.0851118720078079","Lasso","1","1","74.3577406669373"
"2 25","0.0851118720078079","Relaxed Lasso","2","19","74.4065001832396"
"2 25","0.0851118720078079","RF","1","5","61.35276890582"
"2 26","0.0851118720078079","Lasso","0","0","75.6754622189952"
"2 26","0.0851118720078079","Relaxed Lasso","0","0","75.4851128813712"
"2 26","0.0851118720078079","RF","0","5","65.1999940682714"
"2 27","0.0851118720078079","Lasso","3","8","63.8925515025452"
"2 27","0.0851118720078079","Relaxed Lasso","3","8","64.0309908596693"
"2 27","0.0851118720078079","RF","2","4","49.8383640644991"
"2 28","0.0851118720078079","Lasso","0","0","59.670970785546"
"2 28","0.0851118720078079","Relaxed Lasso","0","1","59.1366291785997"
"2 28","0.0851118720078079","RF","1","7","47.1510435522523"
"2 29","0.0851118720078079","Lasso","2","6","69.7413692033871"
"2 29","0.0851118720078079","Relaxed Lasso","2","6","69.4812059708125"
"2 29","0.0851118720078079","RF","0","0","Inf"
"2 30","0.0851118720078079","Lasso","0","0","57.6407114075793"
"2 30","0.0851118720078079","Relaxed Lasso","1","1","57.7383261289446"
"2 30","0.0851118720078079","RF","1","6","45.0113622768294"
"2 31","0.0851118720078079","Lasso","0","5","47.8043094566869"
"2 31","0.0851118720078079","Relaxed Lasso","0","1","47.6687860472892"
"2 31","0.0851118720078079","RF","0","4","43.9347203744789"
"2 32","0.0851118720078079","Lasso","1","9","59.1212046367167"
"2 32","0.0851118720078079","Relaxed Lasso","1","2","61.007768195359"
"2 32","0.0851118720078079","RF","1","6","48.9318267303961"
"2 33","0.0851118720078079","Lasso","0","0","52.5875788674132"
"2 33","0.0851118720078079","Relaxed Lasso","0","0","52.6637180795625"
"2 33","0.0851118720078079","RF","3","5","40.6357420360694"
"2 34","0.0851118720078079","Lasso","2","11","53.8295283210547"
"2 34","0.0851118720078079","Relaxed Lasso","2","9","55.3402100058152"
"2 34","0.0851118720078079","RF","1","5","49.2709452340085"
"2 35","0.0851118720078079","Lasso","0","0","62.0866501920975"
"2 35","0.0851118720078079","Relaxed Lasso","0","0","61.2427341374525"
"2 35","0.0851118720078079","RF","2","5","53.3091654593742"
"2 36","0.0851118720078079","Lasso","0","0","52.8042660535008"
"2 36","0.0851118720078079","Relaxed Lasso","0","0","53.1858488102929"
"2 36","0.0851118720078079","RF","1","3","42.9959751571179"
"2 37","0.0851118720078079","Lasso","1","3","67.134622859333"
"2 37","0.0851118720078079","Relaxed Lasso","0","2","67.1752841616221"
"2 37","0.0851118720078079","RF","1","4","57.4997791955342"
"2 38","0.0851118720078079","Lasso","5","27","72.5615858296616"
"2 38","0.0851118720078079","Relaxed Lasso","2","4","71.8081452591321"
"2 38","0.0851118720078079","RF","2","4","55.9199703466884"
"2 39","0.0851118720078079","Lasso","0","0","54.9358453684807"
"2 39","0.0851118720078079","Relaxed Lasso","0","0","54.9810338950912"
"2 39","0.0851118720078079","RF","1","5","42.5259424904658"
"2 40","0.0851118720078079","Lasso","1","7","65.0746129978765"
"2 40","0.0851118720078079","Relaxed Lasso","1","7","64.9673018838765"
"2 40","0.0851118720078079","RF","0","5","53.318459747608"
"2 41","0.0851118720078079","Lasso","3","15","73.8075055643514"
"2 41","0.0851118720078079","Relaxed Lasso","2","7","74.1339443750369"
"2 41","0.0851118720078079","RF","0","0","Inf"
"2 42","0.0851118720078079","Lasso","4","10","57.3481220991084"
"2 42","0.0851118720078079","Relaxed Lasso","2","3","53.0400900933117"
"2 42","0.0851118720078079","RF","2","8","44.1302133450971"
"2 43","0.0851118720078079","Lasso","0","0","78.4667886883071"
"2 43","0.0851118720078079","Relaxed Lasso","0","0","78.5867799494711"
"2 43","0.0851118720078079","RF","1","7","63.9629786803869"
"2 44","0.0851118720078079","Lasso","2","2","55.9916370141955"
"2 44","0.0851118720078079","Relaxed Lasso","2","2","56.2532557043772"
"2 44","0.0851118720078079","RF","2","6","47.8863457485224"
"2 45","0.0851118720078079","Lasso","0","0","73.5082241840341"
"2 45","0.0851118720078079","Relaxed Lasso","3","11","73.1390038012612"
"2 45","0.0851118720078079","RF","0","4","56.1397322468906"
"2 46","0.0851118720078079","Lasso","0","0","54.7218588786295"
"2 46","0.0851118720078079","Relaxed Lasso","2","5","54.5613661224301"
"2 46","0.0851118720078079","RF","1","5","46.4305467196399"
"2 47","0.0851118720078079","Lasso","5","29","71.9335998473561"
"2 47","0.0851118720078079","Relaxed Lasso","5","28","73.328764405902"
"2 47","0.0851118720078079","RF","1","4","54.327233927568"
"2 48","0.0851118720078079","Lasso","0","0","55.2999970292569"
"2 48","0.0851118720078079","Relaxed Lasso","1","1","55.3291551783322"
"2 48","0.0851118720078079","RF","2","8","46.9981675698919"
"2 49","0.0851118720078079","Lasso","3","9","75.9063314675039"
"2 49","0.0851118720078079","Relaxed Lasso","3","7","73.839820345231"
"2 49","0.0851118720078079","RF","0","0","Inf"
"2 50","0.0851118720078079","Lasso","3","10","63.3264049565583"
"2 50","0.0851118720078079","Relaxed Lasso","2","6","63.445428551563"
"2 50","0.0851118720078079","RF","3","9","50.5241042050761"
"2 51","0.0851118720078079","Lasso","0","0","54.2844988761153"
"2 51","0.0851118720078079","Relaxed Lasso","1","7","53.5934018585823"
"2 51","0.0851118720078079","RF","0","6","46.1166682922149"
"2 52","0.0851118720078079","Lasso","3","4","62.7503225748347"
"2 52","0.0851118720078079","Relaxed Lasso","3","3","63.3663614494276"
"2 52","0.0851118720078079","RF","3","4","48.732452610181"
"2 53","0.0851118720078079","Lasso","2","9","58.4658830183393"
"2 53","0.0851118720078079","Relaxed Lasso","2","9","58.6810666442926"
"2 53","0.0851118720078079","RF","1","5","48.5421897178506"
"2 54","0.0851118720078079","Lasso","2","14","76.9564337010938"
"2 54","0.0851118720078079","Relaxed Lasso","2","14","76.5390010649989"
"2 54","0.0851118720078079","RF","1","4","60.6512893108302"
"2 55","0.0851118720078079","Lasso","0","0","77.6838895791254"
"2 55","0.0851118720078079","Relaxed Lasso","2","2","77.8179469048375"
"2 55","0.0851118720078079","RF","2","4","70.9488835094159"
"2 56","0.0851118720078079","Lasso","1","2","65.2451253090153"
"2 56","0.0851118720078079","Relaxed Lasso","0","0","65.6467596187401"
"2 56","0.0851118720078079","RF","3","6","55.5977482694867"
"2 57","0.0851118720078079","Lasso","0","1","52.9566703352442"
"2 57","0.0851118720078079","Relaxed Lasso","0","0","53.2962979814815"
"2 57","0.0851118720078079","RF","0","3","42.3495187898164"
"2 58","0.0851118720078079","Lasso","1","2","58.6071798051339"
"2 58","0.0851118720078079","Relaxed Lasso","0","0","59.2358547126555"
"2 58","0.0851118720078079","RF","2","7","47.7240244114455"
"2 59","0.0851118720078079","Lasso","3","10","70.8637781186181"
