"ID_sim","SNR","Method","Retention","Nonzero","Prediction"
"1 19","0.05","Lasso","0","0","227.971841397272"
"1 19","0.05","Relaxed Lasso","0","0","230.674317892471"
"1 19","0.05","RF","0","8","149.7699328899"
"1 20","0.05","Lasso","0","6","209.580391421437"
"1 20","0.05","Relaxed Lasso","0","2","209.474110642319"
"1 20","0.05","RF","0","13","133.869494862048"
"1 21","0.05","Lasso","0","2","226.17863240302"
"1 21","0.05","Relaxed Lasso","0","2","225.72603930976"
"1 21","0.05","RF","0","10","148.063531136508"
"1 22","0.05","Lasso","0","0","225.175361392867"
"1 22","0.05","Relaxed Lasso","0","0","224.876676883678"
"1 22","0.05","RF","0","8","149.402219315093"
"1 23","0.05","Lasso","0","0","239.941273680399"
"1 23","0.05","Relaxed Lasso","0","0","237.607056345569"
"1 23","0.05","RF","0","5","163.877516126116"
"1 24","0.05","Lasso","0","0","218.138402316967"
"1 24","0.05","Relaxed Lasso","0","0","221.691241038747"
"1 24","0.05","RF","1","10","134.270203274565"
"1 25","0.05","Lasso","0","0","168.78777170718"
"1 25","0.05","Relaxed Lasso","0","0","166.217660960089"
"1 25","0.05","RF","0","12","110.24339858813"
"1 26","0.05","Lasso","0","0","183.717011325094"
"1 26","0.05","Relaxed Lasso","0","0","179.869126714895"
"1 26","0.05","RF","0","7","103.458927875711"
"1 27","0.05","Lasso","0","1","224.559272205499"
"1 27","0.05","Relaxed Lasso","0","3","224.931191976467"
"1 27","0.05","RF","0","12","139.038623396772"
"1 28","0.05","Lasso","0","0","241.14018146571"
"1 28","0.05","Relaxed Lasso","0","0","238.599304800363"
"1 28","0.05","RF","0","10","135.200845267613"
"1 29","0.05","Lasso","1","28","222.333770836505"
"1 29","0.05","Relaxed Lasso","0","2","221.994978437654"
"1 29","0.05","RF","1","11","129.179176173419"
"1 30","0.05","Lasso","4","70","221.671700227254"
"1 30","0.05","Relaxed Lasso","0","10","217.730754034402"
"1 30","0.05","RF","0","11","136.263476788639"
"1 31","0.05","Lasso","0","0","193.995063741322"
"1 31","0.05","Relaxed Lasso","0","0","191.59812018004"
"1 31","0.05","RF","0","15","127.508685648919"
"1 32","0.05","Lasso","0","0","212.877255230358"
"1 32","0.05","Relaxed Lasso","0","0","212.039046317546"
"1 32","0.05","RF","0","15","124.504885509999"
"1 33","0.05","Lasso","0","0","160.916494011407"
"1 33","0.05","Relaxed Lasso","0","0","160.836208159786"
"1 33","0.05","RF","0","7","106.370075307734"
"1 34","0.05","Lasso","1","16","204.641761406727"
"1 34","0.05","Relaxed Lasso","1","17","203.871288964968"
"1 34","0.05","RF","1","9","115.085130219515"
"1 35","0.05","Lasso","3","70","295.369314696801"
"1 35","0.05","Relaxed Lasso","3","80","273.920134148789"
"1 35","0.05","RF","1","16","177.661836415828"
"1 36","0.05","Lasso","0","0","199.810932223289"
"1 36","0.05","Relaxed Lasso","0","0","200.170528951416"
"1 36","0.05","RF","0","10","119.0298008132"
"1 37","0.05","Lasso","0","7","166.914681771056"
"1 37","0.05","Relaxed Lasso","0","2","167.797651986599"
"1 37","0.05","RF","0","11","103.488742986226"
"1 38","0.05","Lasso","1","3","162.943002229982"
"1 38","0.05","Relaxed Lasso","0","0","162.313797086136"
"1 38","0.05","RF","1","8","105.00592285186"
"1 39","0.05","Lasso","0","15","255.987879108433"
"1 39","0.05","Relaxed Lasso","0","3","265.361938910784"
"1 39","0.05","RF","1","14","165.020398408852"
"1 40","0.05","Lasso","0","0","169.229480174766"
"1 40","0.05","Relaxed Lasso","0","0","167.473064324061"
"1 40","0.05","RF","0","9","100.067878063812"
"1 41","0.05","Lasso","0","0","197.157637451192"
"1 41","0.05","Relaxed Lasso","0","0","194.868965707062"
"1 41","0.05","RF","0","10","117.594524309419"
"1 42","0.05","Lasso","0","1","289.142887252481"
"1 42","0.05","Relaxed Lasso","0","0","287.839753860672"
"1 42","0.05","RF","1","11","183.530850729775"
"1 43","0.05","Lasso","0","5","251.86282835523"
"1 43","0.05","Relaxed Lasso","0","3","252.578112647395"
"1 43","0.05","RF","1","12","150.064898950989"
"1 44","0.05","Lasso","0","18","169.457806386462"
"1 44","0.05","Relaxed Lasso","0","18","169.573314827733"
"1 44","0.05","RF","1","11","102.475826145031"
"1 45","0.05","Lasso","1","35","194.450279305856"
"1 45","0.05","Relaxed Lasso","0","1","195.336793411952"
"1 45","0.05","RF","0","6","121.145529127591"
"1 46","0.05","Lasso","0","0","299.764744433884"
"1 46","0.05","Relaxed Lasso","0","0","297.5267855814"
"1 46","0.05","RF","0","8","159.399114200337"
"1 47","0.05","Lasso","0","0","219.449387928782"
"1 47","0.05","Relaxed Lasso","0","0","217.94953138571"
"1 47","0.05","RF","0","13","122.868451331397"
"1 48","0.05","Lasso","0","0","245.22497630594"
"1 48","0.05","Relaxed Lasso","0","3","244.352072640388"
"1 48","0.05","RF","0","12","157.2548877309"
"1 49","0.05","Lasso","0","0","197.639144026481"
"1 49","0.05","Relaxed Lasso","0","0","198.788305971934"
"1 49","0.05","RF","0","8","123.836094556639"
"1 50","0.05","Lasso","0","4","212.18197023441"
"1 50","0.05","Relaxed Lasso","0","3","212.696941491665"
"1 50","0.05","RF","0","7","125.046507530435"
"1 51","0.05","Lasso","3","58","239.469502065389"
"1 51","0.05","Relaxed Lasso","3","52","236.747576720574"
"1 51","0.05","RF","1","11","149.012306028261"
"1 52","0.05","Lasso","1","4","171.78068909101"
"1 52","0.05","Relaxed Lasso","1","4","173.337560887807"
"1 52","0.05","RF","1","13","102.606571908153"
"1 53","0.05","Lasso","0","0","200.586346036418"
"1 53","0.05","Relaxed Lasso","0","0","199.486205365164"
"1 53","0.05","RF","0","12","132.917770628497"
"1 54","0.05","Lasso","0","4","172.443991244858"
"1 54","0.05","Relaxed Lasso","0","0","175.899271251552"
"1 54","0.05","RF","0","7","113.992127925578"
"1 55","0.05","Lasso","0","0","187.618711193034"
"1 55","0.05","Relaxed Lasso","0","0","187.108353675276"
"1 55","0.05","RF","0","10","124.924111257909"
"1 56","0.05","Lasso","0","0","173.58191007056"
"1 56","0.05","Relaxed Lasso","0","0","172.587431733371"
"1 56","0.05","RF","0","8","116.348756562413"
"1 57","0.05","Lasso","0","5","237.967232088062"
"1 57","0.05","Relaxed Lasso","0","9","237.702392315421"
"1 57","0.05","RF","1","9","128.473163120028"
"1 58","0.05","Lasso","0","0","222.75717615151"
"1 58","0.05","Relaxed Lasso","0","0","222.024141371863"
"1 58","0.05","RF","1","11","133.217256353506"
"1 59","0.05","Lasso","0","0","184.935419769815"
"1 59","0.05","Relaxed Lasso","0","4","183.848030132769"
"1 59","0.05","RF","1","9","107.778409049903"
"1 60","0.05","Lasso","0","26","207.838152867592"
"1 60","0.05","Relaxed Lasso","0","0","205.612644750056"
"1 60","0.05","RF","0","7","120.986727119336"
"1 61","0.05","Lasso","0","0","219.001685002253"
"1 61","0.05","Relaxed Lasso","0","0","220.04468370851"
"1 61","0.05","RF","0","17","137.864883066605"
"1 62","0.05","Lasso","0","10","239.053754207959"
"1 62","0.05","Relaxed Lasso","0","3","232.263655917193"
"1 62","0.05","RF","1","11","146.687490880324"
"1 63","0.05","Lasso","0","9","215.159259073001"
"1 63","0.05","Relaxed Lasso","0","7","215.124189288528"
"1 63","0.05","RF","0","13","125.40788317735"
"1 64","0.05","Lasso","0","0","228.50645073791"
"1 64","0.05","Relaxed Lasso","0","0","224.896132283552"
"1 64","0.05","RF","0","15","133.485314894153"
"1 65","0.05","Lasso","0","0","195.042408788992"
"1 65","0.05","Relaxed Lasso","0","0","194.588150212645"
"1 65","0.05","RF","1","11","127.356933252956"
"1 66","0.05","Lasso","1","15","251.218161400723"
"1 66","0.05","Relaxed Lasso","0","5","234.882999070009"
"1 66","0.05","RF","0","7","130.215130581207"
"1 67","0.05","Lasso","0","3","171.904749964888"
"1 67","0.05","Relaxed Lasso","0","1","172.283195886004"
"1 67","0.05","RF","0","8","111.257847778237"
"1 68","0.05","Lasso","0","0","184.489989404091"
"1 68","0.05","Relaxed Lasso","0","0","185.284911816346"
"1 68","0.05","RF","0","11","122.571589337283"
"1 69","0.05","Lasso","0","6","207.746507573809"
"1 69","0.05","Relaxed Lasso","0","3","207.707429017934"
"1 69","0.05","RF","0","10","128.013786334991"
"1 70","0.05","Lasso","2","20","240.720921902"
"1 70","0.05","Relaxed Lasso","2","18","241.079997658598"
"1 70","0.05","RF","0","14","149.924905476924"
"1 71","0.05","Lasso","0","31","195.540262351854"
"1 71","0.05","Relaxed Lasso","0","24","194.796533601378"
"1 71","0.05","RF","0","10","128.337627720775"
"1 72","0.05","Lasso","0","0","194.267351359498"
"1 72","0.05","Relaxed Lasso","0","0","192.654860482254"
"1 72","0.05","RF","0","10","128.152003217817"
"1 73","0.05","Lasso","0","11","238.55201688438"
"1 73","0.05","Relaxed Lasso","0","1","233.271714955876"
"1 73","0.05","RF","0","10","120.545627305617"
"1 74","0.05","Lasso","0","0","226.354771147016"
"1 74","0.05","Relaxed Lasso","0","0","226.707914552245"
"1 74","0.05","RF","1","10","135.620406227916"
"1 75","0.05","Lasso","0","0","239.959257652562"
"1 75","0.05","Relaxed Lasso","0","0","234.025072277937"
"1 75","0.05","RF","0","5","149.701469990372"
"1 76","0.05","Lasso","0","0","207.663270749907"
"1 76","0.05","Relaxed Lasso","0","0","204.514420650993"
"1 76","0.05","RF","0","8","120.918545206366"
"1 77","0.05","Lasso","1","5","230.667300575967"
"1 77","0.05","Relaxed Lasso","0","1","230.390662548534"
"1 77","0.05","RF","2","12","138.722845404355"
"1 78","0.05","Lasso","0","23","178.522337971869"
"1 78","0.05","Relaxed Lasso","0","13","178.724902868535"
"1 78","0.05","RF","0","10","119.012352859499"
"1 79","0.05","Lasso","0","0","192.119753468066"
"1 79","0.05","Relaxed Lasso","0","2","191.019201091583"
"1 79","0.05","RF","0","11","131.846967695512"
"1 80","0.05","Lasso","0","0","219.24150470484"
"1 80","0.05","Relaxed Lasso","0","0","219.830158010195"
"1 80","0.05","RF","0","10","139.757575984839"
"1 81","0.05","Lasso","0","0","180.79678399134"
"1 81","0.05","Relaxed Lasso","0","0","179.519738646634"
"1 81","0.05","RF","0","14","115.762828343059"
"1 82","0.05","Lasso","0","7","234.551590552046"
"1 82","0.05","Relaxed Lasso","0","0","234.375148781178"
"1 82","0.05","RF","0","13","157.221766449998"
"1 83","0.05","Lasso","0","0","183.148676700361"
"1 83","0.05","Relaxed Lasso","0","0","182.329963998019"
"1 83","0.05","RF","0","7","119.775915534723"
"1 84","0.05","Lasso","0","0","183.131682760848"
"1 84","0.05","Relaxed Lasso","0","0","183.542178597264"
"1 84","0.05","RF","0","9","122.137531792132"
"1 85","0.05","Lasso","0","0","272.7542493252"
"1 85","0.05","Relaxed Lasso","0","0","272.072283464632"
"1 85","0.05","RF","0","13","175.008189472638"
"1 86","0.05","Lasso","1","6","234.1053949496"
"1 86","0.05","Relaxed Lasso","0","4","232.246878698442"
"1 86","0.05","RF","1","13","144.396940508059"
"1 87","0.05","Lasso","0","4","162.517611823743"
"1 87","0.05","Relaxed Lasso","0","3","161.334698289033"
"1 87","0.05","RF","0","8","100.226339910178"
"1 88","0.05","Lasso","0","0","228.273706847441"
"1 88","0.05","Relaxed Lasso","0","0","228.77746941401"
"1 88","0.05","RF","0","10","152.988617629816"
"1 89","0.05","Lasso","1","5","195.881877931398"
"1 89","0.05","Relaxed Lasso","0","0","195.900003315665"
"1 89","0.05","RF","0","9","119.497151346125"
"1 90","0.05","Lasso","0","0","209.279943516848"
"1 90","0.05","Relaxed Lasso","0","0","211.076071005587"
"1 90","0.05","RF","0","6","142.132975371721"
"1 91","0.05","Lasso","0","10","216.875267997055"
"1 91","0.05","Relaxed Lasso","0","5","216.530688210318"
"1 91","0.05","RF","0","9","129.976276677113"
"1 92","0.05","Lasso","0","0","250.346705512956"
"1 92","0.05","Relaxed Lasso","0","0","245.217391858562"
"1 92","0.05","RF","0","13","147.695461878991"
"1 93","0.05","Lasso","1","9","236.932138017832"
"1 93","0.05","Relaxed Lasso","1","5","238.875928852208"
"1 93","0.05","RF","1","12","151.042581577824"
"1 94","0.05","Lasso","0","0","210.407838619406"
"1 94","0.05","Relaxed Lasso","0","0","210.780250957303"
"1 94","0.05","RF","1","13","133.572355883993"
"1 95","0.05","Lasso","0","14","188.972883155174"
"1 95","0.05","Relaxed Lasso","0","12","188.622243080825"
"1 95","0.05","RF","0","9","115.530668689386"
"1 96","0.05","Lasso","1","53","219.527772325832"
"1 96","0.05","Relaxed Lasso","0","15","223.032000103772"
"1 96","0.05","RF","0","13","124.440680122366"
"1 97","0.05","Lasso","0","0","227.705479253528"
"1 97","0.05","Relaxed Lasso","0","0","230.381555702259"
"1 97","0.05","RF","0","7","145.499063203001"
"1 98","0.05","Lasso","0","0","220.256514228617"
"1 98","0.05","Relaxed Lasso","0","0","221.410025101022"
"1 98","0.05","RF","0","13","137.82427602578"
"1 99","0.05","Lasso","0","4","178.829693952268"
"1 99","0.05","Relaxed Lasso","0","0","178.480082395243"
"1 99","0.05","RF","0","10","101.761088093688"
"1 100","0.05","Lasso","0","0","182.102513767958"
"1 100","0.05","Relaxed Lasso","0","0","179.792297076245"
"1 100","0.05","RF","0","6","95.0191286481847"
"2 1","0.0851118720078079","Lasso","0","4","142.98395105854"
"2 1","0.0851118720078079","Relaxed Lasso","0","4","142.565382866888"
"2 1","0.0851118720078079","RF","1","8","87.4315930541784"
"2 2","0.0851118720078079","Lasso","0","0","122.086767796738"
"2 2","0.0851118720078079","Relaxed Lasso","0","1","121.247398925786"
"2 2","0.0851118720078079","RF","0","10","90.0801579239187"
"2 3","0.0851118720078079","Lasso","0","9","152.475511113632"
"2 3","0.0851118720078079","Relaxed Lasso","0","7","154.488141724973"
"2 3","0.0851118720078079","RF","0","11","87.3565404138847"
"2 4","0.0851118720078079","Lasso","0","0","133.880201420255"
"2 4","0.0851118720078079","Relaxed Lasso","0","0","134.958869470905"
"2 4","0.0851118720078079","RF","1","12","91.8605467404754"
"2 5","0.0851118720078079","Lasso","3","49","82.7901391232754"
"2 5","0.0851118720078079","Relaxed Lasso","2","17","85.2534481578139"
"2 5","0.0851118720078079","RF","2","11","51.8626420547996"
"2 6","0.0851118720078079","Lasso","2","30","108.659555776822"
"2 6","0.0851118720078079","Relaxed Lasso","0","7","108.410959725555"
"2 6","0.0851118720078079","RF","1","6","75.8971814668096"
"2 7","0.0851118720078079","Lasso","2","37","123.098380113242"
"2 7","0.0851118720078079","Relaxed Lasso","0","1","122.510111721183"
"2 7","0.0851118720078079","RF","0","11","76.5981175279003"
"2 8","0.0851118720078079","Lasso","0","0","90.5815190640567"
"2 8","0.0851118720078079","Relaxed Lasso","0","0","91.6893592902637"
"2 8","0.0851118720078079","RF","0","7","58.3754449226196"
"2 9","0.0851118720078079","Lasso","0","0","135.965850452158"
"2 9","0.0851118720078079","Relaxed Lasso","0","0","136.425921053645"
"2 9","0.0851118720078079","RF","0","8","85.4651318199165"
"2 10","0.0851118720078079","Lasso","0","2","127.7836288931"
"2 10","0.0851118720078079","Relaxed Lasso","0","2","126.539770408849"
"2 10","0.0851118720078079","RF","0","8","72.0815866710623"
"2 11","0.0851118720078079","Lasso","0","3","136.445930514524"
"2 11","0.0851118720078079","Relaxed Lasso","0","2","136.684211853922"
"2 11","0.0851118720078079","RF","0","12","83.9338501276434"
"2 12","0.0851118720078079","Lasso","0","0","109.918521920333"
"2 12","0.0851118720078079","Relaxed Lasso","0","29","111.058362177239"
"2 12","0.0851118720078079","RF","0","10","69.6504956928005"
"2 13","0.0851118720078079","Lasso","0","0","101.021066358391"
"2 13","0.0851118720078079","Relaxed Lasso","0","0","99.1532944200706"
"2 13","0.0851118720078079","RF","0","11","58.6595265890703"
"2 14","0.0851118720078079","Lasso","0","1","136.698132374351"
"2 14","0.0851118720078079","Relaxed Lasso","0","0","136.753273596229"
"2 14","0.0851118720078079","RF","0","10","78.131690326448"
"2 15","0.0851118720078079","Lasso","1","17","91.9173506582591"
"2 15","0.0851118720078079","Relaxed Lasso","1","15","88.3964308007873"
"2 15","0.0851118720078079","RF","0","10","56.9815732267143"
"2 16","0.0851118720078079","Lasso","2","60","133.579796634563"
"2 16","0.0851118720078079","Relaxed Lasso","2","35","134.2330425755"
"2 16","0.0851118720078079","RF","0","10","81.7792374382298"
"2 17","0.0851118720078079","Lasso","0","3","161.574211809234"
"2 17","0.0851118720078079","Relaxed Lasso","0","1","161.372990272328"
"2 17","0.0851118720078079","RF","0","7","102.668950709015"
"2 18","0.0851118720078079","Lasso","0","3","126.853465864308"
"2 18","0.0851118720078079","Relaxed Lasso","0","1","126.353572792955"
"2 18","0.0851118720078079","RF","0","10","79.9571967864972"
"2 19","0.0851118720078079","Lasso","0","0","130.220898417165"
"2 19","0.0851118720078079","Relaxed Lasso","0","0","128.673013191005"
"2 19","0.0851118720078079","RF","0","13","76.2441007704716"
"2 20","0.0851118720078079","Lasso","2","68","135.368925471584"
"2 20","0.0851118720078079","Relaxed Lasso","2","32","135.026332620538"
"2 20","0.0851118720078079","RF","0","8","84.5639447251725"
"2 21","0.0851118720078079","Lasso","0","0","119.554072092483"
"2 21","0.0851118720078079","Relaxed Lasso","0","0","118.147168674408"
"2 21","0.0851118720078079","RF","0","11","69.8267499315382"
"2 22","0.0851118720078079","Lasso","0","0","132.103257301621"
"2 22","0.0851118720078079","Relaxed Lasso","0","3","131.992830068089"
"2 22","0.0851118720078079","RF","1","8","75.1597367020803"
"2 23","0.0851118720078079","Lasso","0","0","116.452236244767"
"2 23","0.0851118720078079","Relaxed Lasso","0","0","116.334348126247"
"2 23","0.0851118720078079","RF","0","5","77.9661655246455"
"2 24","0.0851118720078079","Lasso","0","0","115.922209874256"
"2 24","0.0851118720078079","Relaxed Lasso","0","0","117.130294041175"
"2 24","0.0851118720078079","RF","0","10","66.1605787112388"
"2 25","0.0851118720078079","Lasso","0","18","113.59393139933"
"2 25","0.0851118720078079","Relaxed Lasso","0","12","114.359080091478"
"2 25","0.0851118720078079","RF","0","11","74.2996710805918"
"2 26","0.0851118720078079","Lasso","0","0","100.851839021027"
"2 26","0.0851118720078079","Relaxed Lasso","0","0","101.831533125402"
"2 26","0.0851118720078079","RF","0","7","60.4027018397283"
"2 27","0.0851118720078079","Lasso","0","10","122.499016634029"
"2 27","0.0851118720078079","Relaxed Lasso","0","8","122.336739155622"
"2 27","0.0851118720078079","RF","0","9","80.5124660405745"
"2 28","0.0851118720078079","Lasso","0","15","108.976224982582"
"2 28","0.0851118720078079","Relaxed Lasso","0","10","108.955771115164"
"2 28","0.0851118720078079","RF","0","9","73.3038667965204"
"2 29","0.0851118720078079","Lasso","0","0","117.070323778338"
"2 29","0.0851118720078079","Relaxed Lasso","0","1","115.743625977907"
"2 29","0.0851118720078079","RF","0","9","72.1913795771888"
"2 30","0.0851118720078079","Lasso","0","11","102.674180730891"
"2 30","0.0851118720078079","Relaxed Lasso","0","8","104.010153285712"
"2 30","0.0851118720078079","RF","0","10","60.1474613460311"
"2 31","0.0851118720078079","Lasso","0","0","127.36961758248"
"2 31","0.0851118720078079","Relaxed Lasso","3","81","127.162280882065"
"2 31","0.0851118720078079","RF","0","11","77.3931667587977"
"2 32","0.0851118720078079","Lasso","0","0","101.134973617739"
"2 32","0.0851118720078079","Relaxed Lasso","1","93","100.270544634168"
"2 32","0.0851118720078079","RF","0","13","64.9116173841874"
"2 33","0.0851118720078079","Lasso","0","0","138.865166295128"
"2 33","0.0851118720078079","Relaxed Lasso","0","0","137.428517821765"
"2 33","0.0851118720078079","RF","1","6","84.6395937369769"
"2 34","0.0851118720078079","Lasso","0","3","138.788813655852"
"2 34","0.0851118720078079","Relaxed Lasso","0","2","138.952071831327"
"2 34","0.0851118720078079","RF","0","13","79.359197828902"
"2 35","0.0851118720078079","Lasso","0","0","123.880998397693"
"2 35","0.0851118720078079","Relaxed Lasso","0","8","123.623449064056"
"2 35","0.0851118720078079","RF","0","8","75.1740566016074"
"2 36","0.0851118720078079","Lasso","2","68","162.438656890114"
"2 36","0.0851118720078079","Relaxed Lasso","1","31","163.060490463112"
"2 36","0.0851118720078079","RF","0","11","100.44623247934"
"2 37","0.0851118720078079","Lasso","0","0","134.818861524441"
"2 37","0.0851118720078079","Relaxed Lasso","0","0","134.940216382559"
"2 37","0.0851118720078079","RF","0","10","90.9695535137729"
"2 38","0.0851118720078079","Lasso","0","0","131.578170220445"
"2 38","0.0851118720078079","Relaxed Lasso","0","0","131.120951258717"
"2 38","0.0851118720078079","RF","1","14","80.4218722749476"
"2 39","0.0851118720078079","Lasso","1","7","104.974847633009"
"2 39","0.0851118720078079","Relaxed Lasso","0","1","105.038583928935"
"2 39","0.0851118720078079","RF","2","12","59.6591897319571"
"2 40","0.0851118720078079","Lasso","0","0","140.978617636125"
"2 40","0.0851118720078079","Relaxed Lasso","0","4","137.185804316818"
"2 40","0.0851118720078079","RF","0","9","74.5013340110883"
"2 41","0.0851118720078079","Lasso","0","21","127.50285819301"
"2 41","0.0851118720078079","Relaxed Lasso","0","6","128.415726669199"
"2 41","0.0851118720078079","RF","0","10","76.8791207564461"
"2 42","0.0851118720078079","Lasso","0","7","128.787895113785"
"2 42","0.0851118720078079","Relaxed Lasso","0","1","128.949790803447"
"2 42","0.0851118720078079","RF","0","8","85.5974327481589"
"2 43","0.0851118720078079","Lasso","0","1","125.148316545201"
"2 43","0.0851118720078079","Relaxed Lasso","0","1","124.895736656939"
"2 43","0.0851118720078079","RF","1","10","81.2068448500352"
"2 44","0.0851118720078079","Lasso","0","0","128.777146193997"
"2 44","0.0851118720078079","Relaxed Lasso","0","0","126.858197756291"
"2 44","0.0851118720078079","RF","0","11","72.2607085765561"
"2 45","0.0851118720078079","Lasso","0","0","125.210446790796"
"2 45","0.0851118720078079","Relaxed Lasso","0","0","125.537212722391"
"2 45","0.0851118720078079","RF","0","10","83.3153276107977"
"2 46","0.0851118720078079","Lasso","0","0","119.426147654953"
"2 46","0.0851118720078079","Relaxed Lasso","0","0","119.973448269496"
"2 46","0.0851118720078079","RF","0","12","77.2680979299589"
"2 47","0.0851118720078079","Lasso","0","5","133.310784140885"
"2 47","0.0851118720078079","Relaxed Lasso","0","2","133.870160839361"
"2 47","0.0851118720078079","RF","0","15","71.118111333071"
"2 48","0.0851118720078079","Lasso","2","23","119.845218171138"
"2 48","0.0851118720078079","Relaxed Lasso","2","16","119.797828128291"
"2 48","0.0851118720078079","RF","0","5","74.5456210866916"
"2 49","0.0851118720078079","Lasso","0","0","138.985951328088"
"2 49","0.0851118720078079","Relaxed Lasso","0","0","138.79402079185"
"2 49","0.0851118720078079","RF","0","17","84.9628074520243"
"2 50","0.0851118720078079","Lasso","0","3","114.730726298697"
"2 50","0.0851118720078079","Relaxed Lasso","2","12","114.504949873869"
"2 50","0.0851118720078079","RF","0","13","72.7948811459516"
"2 51","0.0851118720078079","Lasso","0","25","135.261560074738"
"2 51","0.0851118720078079","Relaxed Lasso","0","34","135.079614735149"
"2 51","0.0851118720078079","RF","0","10","81.2883879952765"
"2 52","0.0851118720078079","Lasso","0","5","108.793278768441"
"2 52","0.0851118720078079","Relaxed Lasso","0","25","108.658992004159"
"2 52","0.0851118720078079","RF","0","9","73.2370051445439"
"2 53","0.0851118720078079","Lasso","0","1","124.130222863316"
"2 53","0.0851118720078079","Relaxed Lasso","0","1","123.843554343714"
"2 53","0.0851118720078079","RF","0","12","74.1419414631765"
"2 54","0.0851118720078079","Lasso","0","0","118.289634688359"
"2 54","0.0851118720078079","Relaxed Lasso","0","0","117.601925188857"
"2 54","0.0851118720078079","RF","0","6","75.7889504309888"
"2 55","0.0851118720078079","Lasso","0","0","100.612906299496"
"2 55","0.0851118720078079","Relaxed Lasso","0","17","101.203217345217"
"2 55","0.0851118720078079","RF","1","13","59.4647588060532"
"2 56","0.0851118720078079","Lasso","0","0","118.096433322447"
"2 56","0.0851118720078079","Relaxed Lasso","0","0","118.111669386855"
"2 56","0.0851118720078079","RF","0","6","69.3940530216546"
"2 57","0.0851118720078079","Lasso","0","0","141.819267320765"
"2 57","0.0851118720078079","Relaxed Lasso","0","0","141.226809719748"
"2 57","0.0851118720078079","RF","0","7","76.2354879175576"
"2 58","0.0851118720078079","Lasso","1","12","112.563722510391"
"2 58","0.0851118720078079","Relaxed Lasso","0","1","112.584551070165"
"2 58","0.0851118720078079","RF","0","9","71.860574817389"
"2 59","0.0851118720078079","Lasso","0","0","130.127285151087"
"2 59","0.0851118720078079","Relaxed Lasso","0","8","130.829356340797"
"2 59","0.0851118720078079","RF","0","12","85.6206877803963"
"2 60","0.0851118720078079","Lasso","0","0","152.758287198485"
"2 60","0.0851118720078079","Relaxed Lasso","0","0","152.835208627722"
"2 60","0.0851118720078079","RF","1","9","85.3495324026483"
