"ID_sim","SNR","Method","Retention","Nonzero","Prediction"
"1 44","0.05","Lasso","3","12","145.659180626876"
"1 44","0.05","Relaxed Lasso","3","13","145.982285901689"
"1 44","0.05","RF","1","4","121.861413190897"
"1 45","0.05","Lasso","1","8","179.024200735727"
"1 45","0.05","Relaxed Lasso","0","1","179.072759899321"
"1 45","0.05","RF","1","3","138.015112144333"
"1 46","0.05","Lasso","1","14","190.461312085419"
"1 46","0.05","Relaxed Lasso","3","26","196.58320627547"
"1 46","0.05","RF","1","6","153.524984039065"
"1 47","0.05","Lasso","0","8","168.815628624214"
"1 47","0.05","Relaxed Lasso","0","6","168.05341814416"
"1 47","0.05","RF","1","7","144.199413496568"
"1 48","0.05","Lasso","0","4","144.413560234594"
"1 48","0.05","Relaxed Lasso","0","2","144.002056119878"
"1 48","0.05","RF","0","4","120.344395889613"
"1 49","0.05","Lasso","0","0","135.20946245479"
"1 49","0.05","Relaxed Lasso","0","0","135.985908134036"
"1 49","0.05","RF","0","6","121.69450094845"
"1 50","0.05","Lasso","2","12","183.551617364421"
"1 50","0.05","Relaxed Lasso","0","1","184.038346949517"
"1 50","0.05","RF","1","3","171.64563355789"
"1 51","0.05","Lasso","2","2","184.622015380424"
"1 51","0.05","Relaxed Lasso","1","1","186.040463057869"
"1 51","0.05","RF","2","4","174.691705765473"
"1 52","0.05","Lasso","1","8","173.999459441729"
"1 52","0.05","Relaxed Lasso","1","6","173.935850326954"
"1 52","0.05","RF","1","6","146.063979423409"
"1 53","0.05","Lasso","0","6","186.959389547722"
"1 53","0.05","Relaxed Lasso","0","5","186.606084342431"
"1 53","0.05","RF","0","7","164.828963366021"
"1 54","0.05","Lasso","0","0","195.102559208564"
"1 54","0.05","Relaxed Lasso","0","0","193.454928978231"
"1 54","0.05","RF","0","3","173.838236406719"
"1 55","0.05","Lasso","0","8","176.902113148993"
"1 55","0.05","Relaxed Lasso","0","0","177.498703492143"
"1 55","0.05","RF","0","7","145.242523543502"
"1 56","0.05","Lasso","0","6","155.49332888653"
"1 56","0.05","Relaxed Lasso","0","0","156.635314180935"
"1 56","0.05","RF","1","6","136.453773107595"
"1 57","0.05","Lasso","1","10","176.334175651829"
"1 57","0.05","Relaxed Lasso","1","3","176.314647752506"
"1 57","0.05","RF","0","4","169.904650669748"
"1 58","0.05","Lasso","0","2","221.024456019841"
"1 58","0.05","Relaxed Lasso","0","0","220.870716627438"
"1 58","0.05","RF","0","4","207.573999240759"
"1 59","0.05","Lasso","0","0","195.514880815401"
"1 59","0.05","Relaxed Lasso","0","0","195.029236479286"
"1 59","0.05","RF","1","5","164.186468831967"
"1 60","0.05","Lasso","0","3","133.707938369035"
"1 60","0.05","Relaxed Lasso","0","2","133.300267475484"
"1 60","0.05","RF","1","6","104.731361748"
"1 61","0.05","Lasso","0","0","172.026887522705"
"1 61","0.05","Relaxed Lasso","0","0","171.574108742533"
"1 61","0.05","RF","1","5","141.953967750027"
"1 62","0.05","Lasso","0","8","166.213795347786"
"1 62","0.05","Relaxed Lasso","0","3","168.430389645675"
"1 62","0.05","RF","1","3","129.320471462826"
"1 63","0.05","Lasso","0","0","134.341390098368"
"1 63","0.05","Relaxed Lasso","0","0","134.930776061677"
"1 63","0.05","RF","0","3","114.147350562214"
"1 64","0.05","Lasso","1","2","169.33962040184"
"1 64","0.05","Relaxed Lasso","1","1","169.227699451141"
"1 64","0.05","RF","2","6","138.488649717568"
"1 65","0.05","Lasso","2","4","155.381793353604"
"1 65","0.05","Relaxed Lasso","0","0","156.007526900409"
"1 65","0.05","RF","1","4","125.061069067707"
"1 66","0.05","Lasso","2","13","157.845504108905"
"1 66","0.05","Relaxed Lasso","3","14","157.301878311448"
"1 66","0.05","RF","0","6","133.528351397633"
"1 67","0.05","Lasso","2","7","168.863526563024"
"1 67","0.05","Relaxed Lasso","1","3","170.508144425586"
"1 67","0.05","RF","1","4","129.701097838436"
"1 68","0.05","Lasso","0","2","185.238354209781"
"1 68","0.05","Relaxed Lasso","0","4","186.028928395699"
"1 68","0.05","RF","0","4","141.140649465577"
"1 69","0.05","Lasso","0","0","217.711512483147"
"1 69","0.05","Relaxed Lasso","0","0","218.094587800436"
"1 69","0.05","RF","0","5","198.763442725717"
"1 70","0.05","Lasso","0","0","155.141400552977"
"1 70","0.05","Relaxed Lasso","0","0","154.182202217766"
"1 70","0.05","RF","0","4","133.308991997123"
"1 71","0.05","Lasso","0","0","194.918821706039"
"1 71","0.05","Relaxed Lasso","0","0","195.312441211682"
"1 71","0.05","RF","0","3","170.232860896843"
"1 72","0.05","Lasso","0","4","155.501744019873"
"1 72","0.05","Relaxed Lasso","0","2","155.081267887466"
"1 72","0.05","RF","1","4","123.192640118466"
"1 73","0.05","Lasso","1","18","191.431061350308"
"1 73","0.05","Relaxed Lasso","1","17","191.433201289837"
"1 73","0.05","RF","0","5","152.56601422976"
"1 74","0.05","Lasso","0","0","177.564144106689"
"1 74","0.05","Relaxed Lasso","0","0","175.341246897592"
"1 74","0.05","RF","2","3","191.456758225655"
"1 75","0.05","Lasso","0","0","143.844191424559"
"1 75","0.05","Relaxed Lasso","0","0","142.85345686316"
"1 75","0.05","RF","0","6","125.152057899087"
"1 76","0.05","Lasso","0","0","159.942765286284"
"1 76","0.05","Relaxed Lasso","0","1","158.43653109776"
"1 76","0.05","RF","2","6","141.566164610869"
"1 77","0.05","Lasso","0","0","181.561909558565"
"1 77","0.05","Relaxed Lasso","2","9","181.226693406907"
"1 77","0.05","RF","1","4","158.989743601969"
"1 78","0.05","Lasso","0","0","152.872413477338"
"1 78","0.05","Relaxed Lasso","0","0","151.105979596166"
"1 78","0.05","RF","1","3","133.880053699024"
"1 79","0.05","Lasso","1","5","166.750211998876"
"1 79","0.05","Relaxed Lasso","0","0","167.108640051369"
"1 79","0.05","RF","1","5","164.424084044971"
"1 80","0.05","Lasso","1","1","176.173014572433"
"1 80","0.05","Relaxed Lasso","1","1","177.087151272123"
"1 80","0.05","RF","1","3","167.296528076161"
"1 81","0.05","Lasso","0","0","165.444962416178"
"1 81","0.05","Relaxed Lasso","0","0","164.53832776159"
"1 81","0.05","RF","1","2","152.965494537879"
"1 82","0.05","Lasso","2","12","174.606185506921"
"1 82","0.05","Relaxed Lasso","2","13","162.374017608957"
"1 82","0.05","RF","1","7","138.388667378656"
"1 83","0.05","Lasso","2","10","147.52270532824"
"1 83","0.05","Relaxed Lasso","2","7","147.7461671533"
"1 83","0.05","RF","0","6","129.160944223815"
"1 84","0.05","Lasso","0","0","118.952181614857"
"1 84","0.05","Relaxed Lasso","0","0","118.46119607902"
"1 84","0.05","RF","0","6","116.477826088034"
"1 85","0.05","Lasso","0","0","159.188166385801"
"1 85","0.05","Relaxed Lasso","0","0","158.719750160971"
"1 85","0.05","RF","1","5","140.316544939327"
"1 86","0.05","Lasso","0","3","185.39072803241"
"1 86","0.05","Relaxed Lasso","0","3","185.963374071761"
"1 86","0.05","RF","1","7","157.95025146525"
"1 87","0.05","Lasso","0","0","128.426738200558"
"1 87","0.05","Relaxed Lasso","0","0","128.187236374248"
"1 87","0.05","RF","1","7","115.702976468867"
"1 88","0.05","Lasso","0","0","181.24448054113"
"1 88","0.05","Relaxed Lasso","0","0","181.947228658064"
"1 88","0.05","RF","0","2","140.220105706308"
"1 89","0.05","Lasso","0","0","134.453331442946"
"1 89","0.05","Relaxed Lasso","0","0","134.050387774368"
"1 89","0.05","RF","1","4","126.887556277297"
"1 90","0.05","Lasso","0","3","184.629472214065"
"1 90","0.05","Relaxed Lasso","0","2","184.921509615992"
"1 90","0.05","RF","0","5","169.81935229532"
"1 91","0.05","Lasso","0","0","163.14699984754"
"1 91","0.05","Relaxed Lasso","0","0","164.408635178252"
"1 91","0.05","RF","1","4","157.40071823713"
"1 92","0.05","Lasso","2","5","174.189548700251"
"1 92","0.05","Relaxed Lasso","2","3","173.460929083071"
"1 92","0.05","RF","3","5","143.458727987659"
"1 93","0.05","Lasso","1","3","170.809687019779"
"1 93","0.05","Relaxed Lasso","1","3","171.220698399284"
"1 93","0.05","RF","2","6","134.75951288755"
"1 94","0.05","Lasso","1","9","113.347752974485"
"1 94","0.05","Relaxed Lasso","1","8","120.098511649527"
"1 94","0.05","RF","0","5","87.2502844290019"
"1 95","0.05","Lasso","0","4","162.711106228044"
"1 95","0.05","Relaxed Lasso","0","2","160.880005220702"
"1 95","0.05","RF","0","5","134.064304614612"
"1 96","0.05","Lasso","0","8","131.017750801146"
"1 96","0.05","Relaxed Lasso","0","7","126.952128416904"
"1 96","0.05","RF","1","5","100.726057681674"
"1 97","0.05","Lasso","0","7","196.840079504855"
"1 97","0.05","Relaxed Lasso","0","8","197.402965472743"
"1 97","0.05","RF","1","7","159.314366918346"
"1 98","0.05","Lasso","2","10","146.283727384369"
"1 98","0.05","Relaxed Lasso","2","8","146.712997417944"
"1 98","0.05","RF","1","2","125.804022975095"
"1 99","0.05","Lasso","1","3","150.961468941983"
"1 99","0.05","Relaxed Lasso","1","3","151.483785283234"
"1 99","0.05","RF","0","2","120.653154182199"
"1 100","0.05","Lasso","1","7","168.616152852792"
"1 100","0.05","Relaxed Lasso","1","7","163.502022020351"
"1 100","0.05","RF","0","4","138.369502035811"
"2 1","0.0851118720078079","Lasso","2","13","88.1897078900783"
"2 1","0.0851118720078079","Relaxed Lasso","0","0","88.5087043294925"
"2 1","0.0851118720078079","RF","1","6","82.733549604711"
"2 2","0.0851118720078079","Lasso","3","10","103.554743796357"
"2 2","0.0851118720078079","Relaxed Lasso","1","6","103.303077254191"
"2 2","0.0851118720078079","RF","1","7","89.659790819845"
"2 3","0.0851118720078079","Lasso","2","9","98.5801876885385"
"2 3","0.0851118720078079","Relaxed Lasso","2","8","102.607092310179"
"2 3","0.0851118720078079","RF","0","4","84.7754206331577"
"2 4","0.0851118720078079","Lasso","1","4","96.6951675153758"
"2 4","0.0851118720078079","Relaxed Lasso","1","6","96.5861425831259"
"2 4","0.0851118720078079","RF","0","8","70.9226369547437"
"2 5","0.0851118720078079","Lasso","0","7","82.609062993022"
"2 5","0.0851118720078079","Relaxed Lasso","0","6","77.8618798773804"
"2 5","0.0851118720078079","RF","0","5","62.4958357507626"
"2 6","0.0851118720078079","Lasso","0","6","100.191798292268"
"2 6","0.0851118720078079","Relaxed Lasso","0","6","100.054681752013"
"2 6","0.0851118720078079","RF","1","5","79.0838127977935"
"2 7","0.0851118720078079","Lasso","1","5","113.701871401942"
"2 7","0.0851118720078079","Relaxed Lasso","1","5","113.779242013657"
"2 7","0.0851118720078079","RF","1","4","88.6223059839189"
"2 8","0.0851118720078079","Lasso","2","11","105.09992644617"
"2 8","0.0851118720078079","Relaxed Lasso","2","11","113.451984311957"
"2 8","0.0851118720078079","RF","1","4","80.1263356298372"
"2 9","0.0851118720078079","Lasso","0","3","106.200005614965"
"2 9","0.0851118720078079","Relaxed Lasso","0","2","106.004205349143"
"2 9","0.0851118720078079","RF","0","4","89.7175110240326"
"2 10","0.0851118720078079","Lasso","0","6","90.2644843387738"
"2 10","0.0851118720078079","Relaxed Lasso","0","2","89.8317552584768"
"2 10","0.0851118720078079","RF","0","5","73.1124793938602"
"2 11","0.0851118720078079","Lasso","1","5","87.3233655688506"
"2 11","0.0851118720078079","Relaxed Lasso","1","5","87.7274090264357"
"2 11","0.0851118720078079","RF","0","7","60.0080539219836"
"2 12","0.0851118720078079","Lasso","0","8","97.5963323066858"
"2 12","0.0851118720078079","Relaxed Lasso","0","8","97.1440066529048"
"2 12","0.0851118720078079","RF","0","6","76.7043439450281"
"2 13","0.0851118720078079","Lasso","1","4","109.286810545774"
"2 13","0.0851118720078079","Relaxed Lasso","0","3","108.894266415315"
"2 13","0.0851118720078079","RF","0","3","97.9305596814246"
"2 14","0.0851118720078079","Lasso","0","4","100.187356289916"
"2 14","0.0851118720078079","Relaxed Lasso","0","3","100.028945488926"
"2 14","0.0851118720078079","RF","0","4","89.7287563590272"
"2 15","0.0851118720078079","Lasso","0","0","82.5186961117148"
"2 15","0.0851118720078079","Relaxed Lasso","0","0","83.1805753949005"
"2 15","0.0851118720078079","RF","0","4","76.4670747124848"
"2 16","0.0851118720078079","Lasso","1","3","119.250724846235"
"2 16","0.0851118720078079","Relaxed Lasso","1","3","116.377497989193"
"2 16","0.0851118720078079","RF","1","5","88.4592789898451"
"2 17","0.0851118720078079","Lasso","1","6","100.567994662285"
"2 17","0.0851118720078079","Relaxed Lasso","0","4","101.187478576873"
"2 17","0.0851118720078079","RF","1","5","81.590713329227"
"2 18","0.0851118720078079","Lasso","1","8","102.517557249261"
"2 18","0.0851118720078079","Relaxed Lasso","1","5","102.406993362796"
"2 18","0.0851118720078079","RF","1","6","90.0131582694225"
"2 19","0.0851118720078079","Lasso","0","3","95.895980006822"
"2 19","0.0851118720078079","Relaxed Lasso","0","3","96.1933261748116"
"2 19","0.0851118720078079","RF","1","5","83.4604225355918"
"2 20","0.0851118720078079","Lasso","1","8","68.8775669996358"
"2 20","0.0851118720078079","Relaxed Lasso","1","7","68.4779364897441"
"2 20","0.0851118720078079","RF","0","7","55.4077365593953"
"2 21","0.0851118720078079","Lasso","1","5","113.639876825829"
"2 21","0.0851118720078079","Relaxed Lasso","0","3","112.910384481551"
"2 21","0.0851118720078079","RF","0","6","102.22301038941"
"2 22","0.0851118720078079","Lasso","1","16","99.5324731378715"
"2 22","0.0851118720078079","Relaxed Lasso","1","14","99.6397314470931"
"2 22","0.0851118720078079","RF","0","4","84.6306176216138"
"2 23","0.0851118720078079","Lasso","0","4","99.5563394345122"
"2 23","0.0851118720078079","Relaxed Lasso","0","3","99.4612276722857"
"2 23","0.0851118720078079","RF","0","6","78.4711445434819"
"2 24","0.0851118720078079","Lasso","0","1","81.5054236806037"
"2 24","0.0851118720078079","Relaxed Lasso","0","1","81.5358160126198"
"2 24","0.0851118720078079","RF","0","4","73.8688695542173"
"2 25","0.0851118720078079","Lasso","0","5","84.2047336283287"
"2 25","0.0851118720078079","Relaxed Lasso","0","5","84.5884572511192"
"2 25","0.0851118720078079","RF","1","8","75.7144394807482"
"2 26","0.0851118720078079","Lasso","0","2","87.6883605493624"
"2 26","0.0851118720078079","Relaxed Lasso","0","0","88.0740819614826"
"2 26","0.0851118720078079","RF","1","6","76.5416204905042"
"2 27","0.0851118720078079","Lasso","2","12","94.8611302516595"
"2 27","0.0851118720078079","Relaxed Lasso","1","6","94.415826714511"
"2 27","0.0851118720078079","RF","1","6","82.5182080151006"
"2 28","0.0851118720078079","Lasso","0","5","117.470858339678"
"2 28","0.0851118720078079","Relaxed Lasso","0","2","117.777962298055"
"2 28","0.0851118720078079","RF","0","3","104.858601281036"
"2 29","0.0851118720078079","Lasso","1","8","86.5551103495008"
"2 29","0.0851118720078079","Relaxed Lasso","0","1","86.4155240442368"
"2 29","0.0851118720078079","RF","1","3","68.4307834657248"
"2 30","0.0851118720078079","Lasso","1","7","97.8988245792959"
"2 30","0.0851118720078079","Relaxed Lasso","1","7","98.1232839182237"
"2 30","0.0851118720078079","RF","1","4","81.7122813388548"
"2 31","0.0851118720078079","Lasso","2","9","104.251790785653"
"2 31","0.0851118720078079","Relaxed Lasso","2","9","104.396463286011"
"2 31","0.0851118720078079","RF","0","4","92.8533553664544"
"2 32","0.0851118720078079","Lasso","0","3","81.0919752891974"
"2 32","0.0851118720078079","Relaxed Lasso","0","3","81.8562999072726"
"2 32","0.0851118720078079","RF","1","6","72.3109552669285"
"2 33","0.0851118720078079","Lasso","0","0","98.6611136354213"
"2 33","0.0851118720078079","Relaxed Lasso","0","0","99.3146885725328"
"2 33","0.0851118720078079","RF","1","4","99.4823630457131"
"2 34","0.0851118720078079","Lasso","2","7","115.693697149329"
"2 34","0.0851118720078079","Relaxed Lasso","2","7","115.640962887656"
"2 34","0.0851118720078079","RF","0","3","100.773783620736"
"2 35","0.0851118720078079","Lasso","1","2","85.8644192577379"
"2 35","0.0851118720078079","Relaxed Lasso","1","2","85.8854958150974"
"2 35","0.0851118720078079","RF","0","4","79.7661747523644"
"2 36","0.0851118720078079","Lasso","1","4","112.788669541671"
"2 36","0.0851118720078079","Relaxed Lasso","1","3","109.203538609938"
"2 36","0.0851118720078079","RF","1","4","100.053260230223"
"2 37","0.0851118720078079","Lasso","0","1","77.8982508456768"
"2 37","0.0851118720078079","Relaxed Lasso","0","1","77.7181117913542"
"2 37","0.0851118720078079","RF","1","5","70.221259257959"
"2 38","0.0851118720078079","Lasso","0","5","131.477901122825"
"2 38","0.0851118720078079","Relaxed Lasso","0","4","134.086964365207"
"2 38","0.0851118720078079","RF","2","9","104.863298106863"
"2 39","0.0851118720078079","Lasso","0","0","87.8496262255447"
"2 39","0.0851118720078079","Relaxed Lasso","0","0","87.7867948311895"
"2 39","0.0851118720078079","RF","0","6","80.9728156153799"
"2 40","0.0851118720078079","Lasso","3","7","104.350489231323"
"2 40","0.0851118720078079","Relaxed Lasso","2","4","97.8956806129796"
"2 40","0.0851118720078079","RF","2","3","84.3926967387916"
"2 41","0.0851118720078079","Lasso","3","22","87.3599601689046"
"2 41","0.0851118720078079","Relaxed Lasso","1","4","87.7837111359084"
"2 41","0.0851118720078079","RF","0","6","73.566223419365"
"2 42","0.0851118720078079","Lasso","1","9","70.2825554774646"
"2 42","0.0851118720078079","Relaxed Lasso","0","2","70.1429611792491"
"2 42","0.0851118720078079","RF","0","5","59.9918444337413"
"2 43","0.0851118720078079","Lasso","1","2","76.5316273349233"
"2 43","0.0851118720078079","Relaxed Lasso","1","2","76.9503401154529"
"2 43","0.0851118720078079","RF","1","3","63.9778696438608"
"2 44","0.0851118720078079","Lasso","2","13","114.590098171616"
"2 44","0.0851118720078079","Relaxed Lasso","2","13","114.696716764053"
"2 44","0.0851118720078079","RF","1","4","97.4237327168765"
"2 45","0.0851118720078079","Lasso","0","0","98.2069980293789"
"2 45","0.0851118720078079","Relaxed Lasso","0","0","98.1044638925366"
"2 45","0.0851118720078079","RF","1","5","82.3925244007505"
"2 46","0.0851118720078079","Lasso","0","0","84.7132466820148"
"2 46","0.0851118720078079","Relaxed Lasso","0","0","84.9442480881771"
"2 46","0.0851118720078079","RF","0","5","75.0408891897381"
"2 47","0.0851118720078079","Lasso","4","10","87.2173798228742"
"2 47","0.0851118720078079","Relaxed Lasso","3","9","83.1611925644186"
"2 47","0.0851118720078079","RF","3","5","60.816523585814"
"2 48","0.0851118720078079","Lasso","2","10","81.4875325712666"
"2 48","0.0851118720078079","Relaxed Lasso","2","8","76.3322342128208"
"2 48","0.0851118720078079","RF","1","8","65.9774520998971"
"2 49","0.0851118720078079","Lasso","0","0","106.692595784583"
"2 49","0.0851118720078079","Relaxed Lasso","0","2","105.985274703365"
"2 49","0.0851118720078079","RF","0","4","93.3731983379804"
"2 50","0.0851118720078079","Lasso","0","7","107.232790563658"
"2 50","0.0851118720078079","Relaxed Lasso","0","6","101.627999892913"
"2 50","0.0851118720078079","RF","0","4","70.3640656748127"
"2 51","0.0851118720078079","Lasso","0","4","94.7305742268673"
"2 51","0.0851118720078079","Relaxed Lasso","0","4","94.6956953392297"
"2 51","0.0851118720078079","RF","0","3","72.7630512625565"
"2 52","0.0851118720078079","Lasso","0","0","100.393890229008"
"2 52","0.0851118720078079","Relaxed Lasso","0","0","100.1071216745"
"2 52","0.0851118720078079","RF","0","3","83.2216085742581"
"2 53","0.0851118720078079","Lasso","1","7","74.6031424743872"
"2 53","0.0851118720078079","Relaxed Lasso","1","1","74.4922662598583"
"2 53","0.0851118720078079","RF","1","6","58.4159431626955"
"2 54","0.0851118720078079","Lasso","0","3","89.7828338887297"
"2 54","0.0851118720078079","Relaxed Lasso","0","3","89.8190043658072"
"2 54","0.0851118720078079","RF","1","7","81.2625237103682"
"2 55","0.0851118720078079","Lasso","1","5","108.573732372168"
"2 55","0.0851118720078079","Relaxed Lasso","1","2","108.2892023009"
"2 55","0.0851118720078079","RF","1","3","80.6663663152151"
"2 56","0.0851118720078079","Lasso","2","20","80.4353496478123"
"2 56","0.0851118720078079","Relaxed Lasso","2","19","76.7369059946036"
"2 56","0.0851118720078079","RF","0","5","69.9341289176583"
"2 57","0.0851118720078079","Lasso","1","4","116.411901213499"
"2 57","0.0851118720078079","Relaxed Lasso","1","4","117.267999011195"
"2 57","0.0851118720078079","RF","1","5","102.920806465102"
"2 58","0.0851118720078079","Lasso","1","4","95.4591375039498"
"2 58","0.0851118720078079","Relaxed Lasso","0","0","95.2117926321427"
"2 58","0.0851118720078079","RF","0","5","83.2709942470259"
"2 59","0.0851118720078079","Lasso","0","6","75.6332293709747"
"2 59","0.0851118720078079","Relaxed Lasso","0","6","75.4933170138892"
"2 59","0.0851118720078079","RF","0","9","64.7255937280124"
"2 60","0.0851118720078079","Lasso","0","2","86.6356557802137"
